"","Cst_Cnt","Btl_Cnt","Depthm","LightP","PO4uM","NO2uM","NO3uM","NH3uM"
"80631",30870,772122,30,NA,0.32,0.01,0,NA
"80632",30870,772123,45,NA,0.32,0.01,0,NA
"80633",30870,772124,50,NA,0.32,0.01,0,NA
"80634",30870,772125,60,NA,0.32,0.01,0,NA
"80635",30870,772126,75,NA,0.3,0.01,0,NA
"80636",30870,772127,84,NA,0.31,0.01,0,NA
"80637",30870,772128,95,NA,0.34,0.01,0,NA
"80638",30870,772129,100,NA,0.34,0.01,0,NA
"80639",30870,772130,105,NA,0.35,0.01,0,NA
"80640",30870,772131,114,NA,0.38,0.02,0.4,NA
"80641",30870,772132,125,NA,0.46,0.07,1.7,NA
"80642",30870,772133,140,NA,0.61,0.08,4.6,NA
"80643",30870,772134,150,NA,0.76,0.06,7,NA
"80644",30870,772135,163,NA,0.97,0.02,10.3,NA
"80645",30870,772136,193,NA,1.33,0.01,16.6,NA
"80646",30870,772137,200,NA,1.39,0.01,17.6,NA
"80647",30870,772138,228,NA,1.58,0.01,20.8,NA
"80648",30870,772139,250,NA,1.73,0.02,23,NA
"80649",30870,772140,268,NA,1.86,0.02,24.7,NA
"80650",30870,772141,300,NA,2.11,0.01,28.5,NA
"80651",30870,772142,318,NA,2.25,0.01,30.5,NA
"80652",30870,772143,378,NA,2.61,0.01,34.9,NA
"80653",30870,772144,400,NA,2.72,0.01,36.1,NA
"80654",30870,772145,439,NA,2.87,0,37.9,NA
"80655",30870,772146,500,NA,3.02,0,39.7,NA
"80656",30870,772147,517,NA,3.06,0,40.2,NA
"80657",30871,772148,0,0.92,0.3,0,0,NA
"80658",30871,772149,2,0.92,0.3,0,0,NA
"80659",30871,772150,10,0.63,0.3,0,0,NA
"80660",30871,772151,15,0.39,0.3,0,0,NA
"80661",30871,772152,20,0.28,0.3,0,0.1,NA
"80662",30871,772153,25,NA,0.3,0,0.1,NA
"80663",30871,772154,30,0.15,0.3,0,0.1,NA
"80664",30871,772155,35,0.12,0.3,0,0,NA
"80665",30871,772156,43,NA,0.3,0,0,NA
"80666",30871,772157,50,0.05,0.3,0,0,NA
"80667",30871,772158,53,0.04,0.3,0,0,NA
"80668",30871,772159,61,0.03,0.3,0,0,NA
"80669",30871,772160,67,NA,0.3,0,0,NA
"80670",30871,772161,75,0.02,0.29,0,0,NA
"80671",30871,772162,79,NA,0.29,0,0,NA
"80672",30871,772163,89,NA,0.29,0,0,NA
"80673",30871,772164,97,0,0.29,0,0,NA
"80674",30871,772165,100,NA,0.29,0,0,NA
"80675",30871,772166,106,NA,0.31,0,0,NA
"80676",30871,772167,116,NA,0.39,0.05,0.8,NA
"80677",30871,772168,124,NA,0.48,0.09,2.3,NA
"80678",30871,772169,125,NA,0.49,0.09,2.5,NA
"80679",30871,772170,141,NA,0.68,0.07,5.7,NA
"80680",30871,772171,150,NA,0.84,0.05,8.2,NA
"80681",30871,772172,162,NA,1.05,0.03,11.6,NA
"80682",30871,772173,192,NA,1.37,0.01,17.1,NA
"80683",30871,772174,200,NA,1.46,0.01,18.5,NA
"80684",30871,772175,232,NA,1.79,0.01,23.5,NA
"80685",30871,772176,250,NA,1.92,0.01,25.4,NA
"80686",30871,772177,269,NA,2.03,0.01,27.1,NA
"80687",30871,772178,300,NA,2.2,0.01,29.6,NA
"80688",30871,772179,320,NA,2.3,0.01,31.1,NA
"80689",30871,772180,379,NA,2.58,0.01,34.7,NA
"80690",30871,772181,400,NA,2.67,0.01,35.8,NA
"80691",30871,772182,437,NA,2.82,0.01,37.5,NA
"80692",30871,772183,500,NA,3.01,0.01,39.7,NA
"80693",30871,772184,516,NA,3.06,0.01,40.2,NA
"80694",30872,772185,0,NA,0.17,0.01,0.1,NA
"80695",30872,772186,1,NA,0.17,0.01,0.1,NA
"80696",30872,772187,7,NA,0.29,0.01,0.1,NA
"80697",30872,772188,10,NA,0.47,0.02,0.3,NA
"80698",30872,772189,16,NA,1.4,0.4,13.6,NA
"80699",30873,772190,0,NA,0.75,0.23,5.5,NA
"80700",30873,772191,1,NA,0.75,0.23,5.5,NA
"80701",30873,772192,5,NA,0.83,0.25,7,NA
"80702",30873,772193,10,NA,1.25,0.28,13.3,NA
"80703",30873,772194,20,NA,1.33,0.29,14.2,NA
"80704",30873,772195,30,NA,1.5,0.32,16.3,NA
"80705",30873,772196,40,NA,1.77,0.39,19.3,NA
"80706",30873,772197,50,NA,2.09,0.37,22.8,NA
"80707",30873,772198,65,NA,2.22,0.37,23.7,NA
"80708",30874,772199,0,NA,0.91,0.26,8.8,NA
"80709",30874,772200,2,NA,0.91,0.26,8.8,NA
"80710",30874,772201,10,NA,1.17,0.27,11.7,NA
"80711",30874,772202,20,NA,1.52,0.31,16,NA
"80712",30874,772203,30,NA,1.77,0.31,20,NA
"80713",30874,772204,40,NA,1.98,0.25,24.3,NA
"80714",30874,772205,50,NA,2.02,0.14,24.8,NA
"80715",30874,772206,59,NA,2.05,0.11,25.1,NA
"80716",30874,772207,69,NA,2.11,0.07,25.6,NA
"80717",30874,772208,75,NA,2.12,0.07,25.9,NA
"80718",30874,772209,84,NA,2.13,0.07,26.3,NA
"80719",30874,772210,100,NA,2.19,0.05,26.9,NA
"80720",30874,772211,119,NA,2.24,0.04,27.4,NA
"80721",30874,772212,125,NA,2.23,0.04,27.4,NA
"80722",30874,772213,140,NA,2.22,0.05,27.5,NA
"80723",30874,772214,150,NA,2.26,0.04,28,NA
"80724",30874,772215,169,NA,2.35,0.02,29,NA
"80725",30874,772216,199,NA,2.38,0.05,29.9,NA
"80726",30874,772217,200,NA,2.38,0.05,29.9,NA
"80727",30874,772218,229,NA,2.45,0.09,30.1,NA
"80728",30875,772219,0,NA,0.43,0.11,3.5,NA
"80729",30875,772220,1,NA,0.43,0.11,3.5,NA
"80730",30875,772221,10,NA,0.91,0.17,9.3,NA
"80731",30875,772222,20,NA,1.78,0.22,21,NA
"80732",30875,772223,30,NA,2.24,0.31,26.5,NA
"80733",30875,772224,40,NA,2.26,0.25,26.9,NA
"80734",30875,772225,50,NA,2.22,0.23,27.2,NA
"80735",30875,772226,60,NA,2.23,0.2,27.5,NA
"80736",30875,772227,70,NA,2.26,0.19,27.6,NA
"80737",30875,772228,75,NA,2.27,0.16,27.7,NA
"80738",30875,772229,85,NA,2.28,0.1,28.1,NA
"80739",30875,772230,100,NA,2.32,0.04,28.7,NA
"80740",30875,772231,101,NA,2.32,0.04,28.7,NA
"80741",30875,772232,120,NA,2.33,0.03,29,NA
"80742",30875,772233,125,NA,2.34,0.03,29.1,NA
"80743",30875,772234,139,NA,2.39,0.02,29.4,NA
"80744",30875,772235,150,NA,2.41,0.02,29.7,NA
"80745",30875,772236,169,NA,2.43,0.03,30.1,NA
"80746",30875,772237,199,NA,2.46,0.04,30.5,NA
"80747",30875,772238,200,NA,2.46,0.04,30.5,NA
"80748",30875,772239,230,NA,2.53,0.02,31.3,NA
"80749",30875,772240,250,NA,2.54,0.02,31.5,NA
"80750",30875,772241,268,NA,2.55,0.02,31.6,NA
"80751",30875,772242,300,NA,2.6,0.03,32.3,NA
"80752",30875,772243,319,NA,2.63,0.03,32.9,NA
"80753",30875,772244,378,NA,2.73,0.02,34.6,NA
"80754",30875,772245,400,NA,2.78,0.02,35.3,NA
"80755",30875,772246,439,NA,2.86,0.02,36.6,NA
"80756",30875,772247,500,NA,2.95,0.02,38.7,NA
"80757",30875,772248,517,NA,2.97,0.02,39.3,NA
"80758",30876,772249,0,NA,0.66,0.16,5.5,NA
"80759",30876,772250,2,NA,0.66,0.16,5.5,NA
"80760",30876,772251,10,NA,0.66,0.16,5.4,NA
"80761",30876,772252,11,NA,0.66,0.16,5.4,NA
"80762",30876,772253,15,NA,NA,NA,NA,NA
"80763",30876,772254,20,NA,0.73,0.16,5.5,NA
"80764",30876,772255,30,NA,0.8,0.16,5.6,NA
"80765",30876,772256,31,NA,0.81,0.16,5.6,NA
"80766",30876,772257,40,NA,1.23,0.32,12.3,NA
"80767",30876,772258,50,NA,1.45,0.4,16.5,NA
"80768",30876,772259,60,NA,1.7,0.17,21.3,NA
"80769",30876,772260,70,NA,1.88,0.21,23.7,NA
"80770",30876,772261,75,NA,1.94,0.21,24.5,NA
"80771",30876,772262,85,NA,2.03,0.2,25.5,NA
"80772",30876,772263,100,NA,2.08,0.14,26.4,NA
"80773",30876,772264,101,NA,2.08,0.13,26.4,NA
"80774",30876,772265,120,NA,2.13,0.05,27.9,NA
"80775",30876,772266,125,NA,2.16,0.04,28.1,NA
"80776",30876,772267,139,NA,2.24,0.03,28.5,NA
"80777",30876,772268,150,NA,2.29,0.03,29,NA
"80778",30876,772269,170,NA,2.37,0.03,29.9,NA
"80779",30876,772270,199,NA,2.49,0.03,31.3,NA
"80780",30876,772271,200,NA,2.49,0.03,31.4,NA
"80781",30876,772272,228,NA,2.59,0.04,32.8,NA
"80782",30876,772273,250,NA,2.65,0.03,34,NA
"80783",30876,772274,268,NA,2.69,0.02,34.9,NA
"80784",30876,772275,300,NA,2.81,0.02,35.9,NA
"80785",30876,772276,318,NA,2.87,0.02,36.3,NA
"80786",30876,772277,377,NA,2.99,0.01,38.1,NA
"80787",30876,772278,400,NA,3.03,0.01,38.7,NA
"80788",30876,772279,437,NA,3.08,0.01,39.6,NA
"80789",30876,772280,500,NA,3.14,0,40.4,NA
"80790",30876,772281,513,NA,3.15,0,40.6,NA
"80791",30877,772282,0,0.98,0.31,0.01,0,NA
"80792",30877,772283,2,0.98,0.31,0.01,0,NA
"80793",30877,772284,10,0.53,0.3,0.01,0,NA
"80794",30877,772285,10,NA,NA,NA,NA,NA
"80795",30877,772286,12,0.39,0.3,0.01,0,NA
"80796",30877,772287,15,NA,NA,NA,NA,NA
"80797",30877,772288,20,0.17,0.31,0.01,0,NA
"80798",30877,772289,24,0.11,0.31,0.01,0,NA
"80799",30877,772290,30,0.06,0.31,0.01,0,NA
"80800",30877,772291,36,0.04,0.31,0.01,0,NA
"80801",30877,772292,47,0.02,0.31,0.01,0,NA
"80802",30877,772293,50,0.02,0.32,0.04,0.2,NA
"80803",30877,772294,56,NA,0.39,0.1,0.5,NA
"80804",30877,772295,65,0,0.62,0.55,3.1,NA
"80805",30877,772296,74,NA,0.72,0.15,5.4,NA
"80806",30877,772297,75,NA,0.73,0.15,5.6,NA
"80807",30877,772298,85,NA,0.88,0.19,8.1,NA
"80808",30877,772299,95,NA,1.14,0.15,12.6,NA
"80809",30877,772300,100,NA,1.3,0.12,15.2,NA
"80810",30877,772301,110,NA,1.56,0.05,19.5,NA
"80811",30877,772302,125,NA,1.62,0.02,20.8,NA
"80812",30877,772303,144,NA,1.88,0.01,24.5,NA
"80813",30877,772304,150,NA,1.88,0.01,24.7,NA
"80814",30877,772305,169,NA,1.86,0.01,25.3,NA
"80815",30877,772306,199,NA,2.04,0.01,27.8,NA
"80816",30877,772307,200,NA,2.04,0.01,27.9,NA
"80817",30877,772308,230,NA,2.14,0.01,29.7,NA
"80818",30877,772309,250,NA,2.22,0.01,30.9,NA
"80819",30877,772310,269,NA,2.31,0.01,32,NA
"80820",30877,772311,300,NA,2.51,0.01,33.9,NA
"80821",30877,772312,318,NA,2.62,0.01,35,NA
"80822",30877,772313,378,NA,2.85,0.01,38.2,NA
"80823",30877,772314,400,NA,2.91,0.01,38.7,NA
"80824",30877,772315,436,NA,2.98,0.02,39.3,NA
"80825",30877,772316,500,NA,3.09,0.01,40.5,NA
"80826",30877,772317,520,NA,3.13,0.01,40.9,NA
"80827",30878,772318,0,NA,0.29,0,0.1,NA
"80828",30878,772319,3,NA,0.29,0,0.1,NA
"80829",30878,772320,10,NA,0.29,0,0.1,NA
"80830",30878,772321,15,NA,0.29,0,0.1,NA
"80831",30878,772322,20,NA,0.29,0,0.1,NA
"80832",30878,772323,30,NA,0.29,0,0.1,NA
"80833",30878,772324,31,NA,0.29,0,0.1,NA
"80834",30878,772325,46,NA,0.28,0,0,NA
"80835",30878,772326,50,NA,0.28,0,0,NA
"80836",30878,772327,60,NA,0.29,0,0,NA
"80837",30878,772328,75,NA,0.35,0.08,0.1,NA
"80838",30878,772329,85,NA,0.56,0.05,2.9,NA
"80839",30878,772330,96,NA,0.81,0.02,7.4,NA
"80840",30878,772331,100,NA,0.93,0.02,9.4,NA
"80841",30878,772332,105,NA,1.06,0.02,11.6,NA
"80842",30878,772333,115,NA,1.2,0.01,14,NA
"80843",30878,772334,125,NA,1.3,0.01,15.8,NA
"80844",30878,772335,139,NA,1.51,0.01,19.3,NA
"80845",30878,772336,150,NA,1.62,0.01,21.2,NA
"80846",30878,772337,165,NA,1.74,0.01,23.3,NA
"80847",30878,772338,196,NA,1.97,0.01,26.8,NA
"80848",30878,772339,200,NA,2,0.01,27.2,NA
"80849",30878,772340,230,NA,2.19,0.01,29.8,NA
"80850",30878,772341,250,NA,2.26,0.01,30.9,NA
"80851",30878,772342,271,NA,2.32,0.01,31.7,NA
"80852",30878,772343,300,NA,2.46,0.01,32.8,NA
"80853",30878,772344,320,NA,2.55,0.01,33.6,NA
"80854",30878,772345,378,NA,2.69,0.01,36.2,NA
"80855",30878,772346,400,NA,2.75,0.01,37,NA
"80856",30878,772347,436,NA,2.85,0.01,38.2,NA
"80857",30878,772348,500,NA,3.03,0.01,40.3,NA
"80858",30878,772349,511,NA,3.06,0.01,40.7,NA
"80859",30879,772350,0,NA,0.29,0,0,NA
"80860",30879,772351,2,NA,0.29,0,0,NA
"80861",30879,772352,7,NA,NA,NA,NA,NA
"80862",30879,772353,10,NA,0.29,0,0.1,NA
"80863",30879,772354,16,NA,0.29,0,0.1,NA
"80864",30879,772355,20,NA,0.29,0,0.1,NA
"80865",30879,772356,30,NA,0.28,0,0.1,NA
"80866",30879,772357,31,NA,0.28,0,0.1,NA
"80867",30879,772358,45,NA,0.28,0,0.1,NA
"80868",30879,772359,50,NA,0.28,0,0.1,NA
"80869",30879,772360,60,NA,0.29,0,0,NA
"80870",30879,772361,75,NA,0.29,0,0,NA
"80871",30879,772362,85,NA,0.3,0.01,0,NA
"80872",30879,772363,95,NA,0.39,0.16,0.5,NA
"80873",30879,772364,100,NA,0.43,0.12,0.9,NA
"80874",30879,772365,100,NA,NA,NA,NA,NA
"80875",30879,772366,105,NA,0.49,0.07,1.3,NA
"80876",30879,772367,115,NA,0.75,0.18,5.9,NA
"80877",30879,772368,124,NA,0.96,0.07,9.9,NA
"80878",30879,772369,125,NA,0.99,0.06,10.4,NA
"80879",30879,772370,138,NA,1.32,0.01,16,NA
"80880",30879,772371,150,NA,1.51,0.01,19.1,NA
"80881",30879,772372,170,NA,1.71,0.01,22.3,NA
"80882",30879,772373,193,NA,1.93,0.02,25.9,NA
"80883",30879,772374,200,NA,1.96,0.02,26.5,NA
"80884",30879,772375,228,NA,2.05,0.02,28.2,NA
"80885",30879,772376,250,NA,2.2,0.01,30,NA
"80886",30879,772377,269,NA,2.32,0.01,31.4,NA
"80887",30879,772378,300,NA,2.32,0.01,32.2,NA
"80888",30879,772379,318,NA,2.32,0.01,32.5,NA
"80889",30879,772380,377,NA,2.62,0.01,35.9,NA
"80890",30879,772381,400,NA,NA,NA,NA,NA
"80891",30879,772382,437,NA,NA,NA,NA,NA
"80892",30879,772383,500,NA,NA,NA,NA,NA
"80893",30879,772384,519,NA,NA,NA,NA,NA
"80894",30880,772385,0,0.98,0.27,0,0,NA
"80895",30880,772386,2,0.98,0.27,0,0,NA
"80896",30880,772387,9,NA,NA,NA,NA,NA
"80897",30880,772388,10,0.63,0.27,0,0,NA
"80898",30880,772389,14,0.39,0.27,0,0,NA
"80899",30880,772390,16,NA,NA,NA,NA,NA
"80900",30880,772391,20,0.22,0.27,0,0,NA
"80901",30880,772392,27,0.11,0.27,0,0,NA
"80902",30880,772393,30,0.08,0.27,0,0,NA
"80903",30880,772394,40,0.04,0.28,0,0,NA
"80904",30880,772395,46,NA,0.31,0,0.1,NA
"80905",30880,772396,50,0.02,0.32,0,0,NA
"80906",30880,772397,53,0.02,0.32,0,0,NA
"80907",30880,772398,62,NA,0.56,0.25,3,NA
"80908",30880,772399,72,0,0.78,0.09,6.9,NA
"80909",30880,772400,75,NA,0.91,0.06,9.1,NA
"80910",30880,772401,79,NA,1.08,0.03,12,NA
"80911",30880,772402,85,NA,1.22,0.02,14.1,NA
"80912",30880,772403,93,NA,1.39,0.02,17.2,NA
"80913",30880,772404,100,NA,1.51,0.02,19.2,NA
"80914",30880,772405,110,NA,1.65,0.02,21.4,NA
"80915",30880,772406,125,NA,1.78,0.01,23.5,NA
"80916",30880,772407,144,NA,1.78,0.02,23.8,NA
"80917",30880,772408,150,NA,1.81,0.02,24.3,NA
"80918",30880,772409,171,NA,1.96,0.01,26.5,NA
"80919",30880,772410,198,NA,2.11,0.01,28.9,NA
"80920",30880,772411,200,NA,2.12,0.01,29,NA
"80921",30880,772412,226,NA,2.25,0.01,30.5,NA
"80922",30880,772413,250,NA,2.36,0.01,32,NA
"80923",30880,772414,270,NA,2.45,0.01,33.2,NA
"80924",30880,772415,300,NA,2.56,0.01,34.3,NA
"80925",30880,772416,318,NA,2.62,0.01,34.9,NA
"80926",30880,772417,377,NA,2.81,0.01,37.1,NA
"80927",30880,772418,400,NA,NA,NA,NA,NA
"80928",30880,772419,435,NA,NA,NA,NA,NA
"80929",30880,772420,500,NA,NA,NA,NA,NA
"80930",30880,772421,513,NA,NA,NA,NA,NA
"80931",30881,772422,0,NA,0.39,0.1,2.5,NA
"80932",30881,772423,2,NA,0.39,0.1,2.5,NA
"80933",30881,772424,6,NA,0.41,0.1,2.5,NA
"80934",30881,772425,10,NA,0.45,0.11,3.1,NA
"80935",30881,772426,16,NA,0.6,0.14,5,NA
"80936",30882,772427,0,NA,0.09,0.02,0.2,NA
"80937",30882,772428,1,NA,0.09,0.02,0.2,NA
"80938",30882,772429,8,NA,NA,NA,NA,NA
"80939",30882,772430,10,NA,0.99,0.17,10.7,NA
"80940",30882,772431,11,NA,1.12,0.19,12.3,NA
"80941",30882,772432,20,NA,1.63,0.25,19.3,NA
"80942",30882,772433,21,NA,1.67,0.26,19.9,NA
"80943",30882,772434,30,NA,1.88,0.15,23,NA
"80944",30882,772435,31,NA,1.89,0.13,23.2,NA
"80945",30882,772436,41,NA,1.98,0.09,24.4,NA
"80946",30882,772437,50,NA,2.02,0.08,24.8,NA
"80947",30882,772438,59,NA,2.03,0.08,24.9,NA
"80948",30882,772439,65,NA,2.03,0.09,25,NA
"80949",30883,772440,0,NA,0.5,0.16,5.5,NA
"80950",30883,772441,2,NA,0.5,0.16,5.5,NA
"80951",30883,772442,10,NA,0.5,0.16,5.5,NA
"80952",30883,772443,20,NA,1.05,0.19,7.3,NA
"80953",30883,772444,30,NA,0.96,0.23,9.5,NA
"80954",30883,772445,31,NA,0.99,0.23,9.8,NA
"80955",30883,772446,40,NA,1.27,0.23,12.8,NA
"80956",30883,772447,50,NA,1.64,0.17,18.8,NA
"80957",30883,772448,61,NA,1.85,0.14,22.6,NA
"80958",30883,772449,68,NA,1.9,0.13,23.4,NA
"80959",30883,772450,75,NA,1.97,0.11,24.4,NA
"80960",30883,772451,87,NA,2.1,0.07,26.1,NA
"80961",30883,772452,100,NA,2.22,0.04,27.3,NA
"80962",30883,772453,119,NA,2.3,0.03,28.2,NA
"80963",30883,772454,125,NA,2.31,0.03,28.5,NA
"80964",30883,772455,140,NA,2.32,0.02,29.1,NA
"80965",30883,772456,150,NA,2.34,0.02,29.2,NA
"80966",30883,772457,169,NA,2.4,0.02,29.3,NA
"80967",30883,772458,200,NA,2.49,0.02,30.4,NA
"80968",30883,772459,228,NA,2.54,0.02,30.9,NA
"80969",30883,772460,250,NA,2.6,0.01,31.4,NA
"80970",30883,772461,266,NA,2.64,0.01,31.9,NA
"80971",30883,772462,300,NA,2.68,0.01,33,NA
"80972",30883,772463,319,NA,2.69,0.01,33.6,NA
"80973",30883,772464,380,NA,2.78,0.01,35,NA
"80974",30883,772465,400,NA,2.8,0.01,35.4,NA
"80975",30883,772466,436,NA,2.84,0.01,36.3,NA
"80976",30883,772467,500,NA,2.99,0.01,38.5,NA
"80977",30883,772468,513,NA,3.02,0.01,39,NA
"80978",30884,772469,0,NA,0.51,0.12,4,NA
"80979",30884,772470,2,NA,0.51,0.12,4,NA
"80980",30884,772471,10,NA,0.51,0.12,4.1,NA
"80981",30884,772472,11,NA,0.51,0.12,4.1,NA
"80982",30884,772473,20,NA,0.56,0.16,5.5,NA
"80983",30884,772474,21,NA,0.57,0.17,5.7,NA
"80984",30884,772475,30,NA,0.77,0.21,7.2,NA
"80985",30884,772476,40,NA,1.41,0.34,13.6,NA
"80986",30884,772477,50,NA,1.65,0.33,17.3,NA
"80987",30884,772478,60,NA,1.73,0.13,21.6,NA
"80988",30884,772479,70,NA,1.82,0.08,23,NA
"80989",30884,772480,75,NA,1.84,0.08,23.4,NA
"80990",30884,772481,86,NA,1.88,0.07,24,NA
"80991",30884,772482,100,NA,2.01,0.05,25.5,NA
"80992",30884,772483,119,NA,2.1,0.05,26.7,NA
"80993",30884,772484,125,NA,2.12,0.04,27.2,NA
"80994",30884,772485,141,NA,2.16,0.03,28.7,NA
"80995",30884,772486,150,NA,2.2,0.03,29.5,NA
"80996",30884,772487,170,NA,2.32,0.03,31.1,NA
"80997",30884,772488,200,NA,2.54,0.03,32.2,NA
"80998",30884,772489,201,NA,2.55,0.03,32.2,NA
"80999",30884,772490,228,NA,2.69,0.02,33.3,NA
"81000",30884,772491,250,NA,2.74,0.02,34,NA
"81001",30884,772492,268,NA,2.76,0.02,34.6,NA
"81002",30884,772493,300,NA,2.81,0.01,35.7,NA
"81003",30884,772494,318,NA,2.84,0.01,36.3,NA
"81004",30884,772495,378,NA,2.99,0.01,38.2,NA
"81005",30884,772496,400,NA,3.04,0.01,39.1,NA
"81006",30884,772497,438,NA,3.1,0.01,40.4,NA
"81007",30884,772498,500,NA,3.15,0,41,NA
"81008",30884,772499,517,NA,3.17,0,41.2,NA
"81009",30885,772500,0,0.98,0.61,0.12,5.1,NA
"81010",30885,772501,2,0.98,0.61,0.12,5.1,NA
"81011",30885,772502,10,0.53,0.6,0.12,5.1,NA
"81012",30885,772503,10,NA,NA,NA,NA,NA
"81013",30885,772504,12,0.39,0.6,0.12,5.1,NA
"81014",30885,772505,20,0.16,0.61,0.13,5,NA
"81015",30885,772506,23,0.11,0.61,0.13,4.9,NA
"81016",30885,772507,30,0.05,0.68,0.13,4.4,NA
"81017",30885,772508,31,NA,NA,NA,NA,NA
"81018",30885,772509,34,0.04,0.72,0.13,4.2,NA
"81019",30885,772510,41,NA,NA,NA,NA,NA
"81020",30885,772511,44,0.02,0.78,0.15,5.1,NA
"81021",30885,772512,50,0.01,0.82,0.16,5.8,NA
"81022",30885,772513,52,NA,0.83,0.17,6,NA
"81023",30885,772514,61,0,1.22,0.27,11.5,NA
"81024",30885,772515,62,NA,NA,NA,NA,NA
"81025",30885,772516,70,NA,1.64,0.26,17.5,NA
"81026",30885,772517,75,NA,1.76,0.27,19.7,NA
"81027",30885,772518,85,NA,1.87,0.3,22.6,NA
"81028",30885,772519,100,NA,1.99,0.28,24.8,NA
"81029",30885,772520,101,NA,2,0.28,24.9,NA
"81030",30885,772521,120,NA,2.05,0.21,26.8,NA
"81031",30885,772522,125,NA,2.05,0.17,27,NA
"81032",30885,772523,140,NA,2.04,0.05,27.3,NA
"81033",30885,772524,150,NA,2.05,0.05,27.7,NA
"81034",30885,772525,170,NA,2.1,0.05,28.7,NA
"81035",30885,772526,199,NA,2.22,0.04,30.6,NA
"81036",30885,772527,200,NA,2.22,0.04,30.6,NA
"81037",30885,772528,229,NA,2.25,0.02,31.4,NA
"81038",30885,772529,250,NA,2.34,0.02,32.8,NA
"81039",30885,772530,269,NA,2.45,0.02,34.2,NA
"81040",30885,772531,300,NA,2.63,0.01,36,NA
"81041",30885,772532,319,NA,2.73,0.01,36.9,NA
"81042",30885,772533,378,NA,2.89,0.01,38.4,NA
"81043",30885,772534,400,NA,2.93,0.01,39.1,NA
"81044",30885,772535,437,NA,3,0.01,40.2,NA
"81045",30885,772536,500,NA,3.11,0.01,41.3,NA
"81046",30885,772537,515,NA,3.14,0.01,41.5,NA
"81047",30886,772538,0,NA,0.28,0,0,NA
"81048",30886,772539,2,NA,0.28,0,0,NA
"81049",30886,772540,10,NA,0.28,0,0,NA
"81050",30886,772541,16,NA,0.28,0,0,NA
"81051",30886,772542,20,NA,0.28,0,0,NA
"81052",30886,772543,30,NA,0.28,0,0,NA
"81053",30886,772544,45,NA,0.28,0,0,NA
"81054",30886,772545,50,NA,0.29,0,0,NA
"81055",30886,772546,50,NA,NA,NA,NA,NA
"81056",30886,772547,55,NA,0.29,0,0,NA
"81057",30886,772548,65,NA,0.29,0,0,NA
"81058",30886,772549,71,NA,NA,NA,NA,NA
"81059",30886,772550,75,NA,0.33,0.01,0.1,NA
"81060",30886,772551,80,NA,NA,NA,NA,NA
"81061",30886,772552,84,NA,0.35,0.01,0.2,NA
"81062",30886,772553,95,NA,0.53,0.08,1.6,NA
"81063",30886,772554,100,NA,0.56,0.11,2.1,NA
"81064",30886,772555,101,NA,NA,NA,NA,NA
"81065",30886,772556,110,NA,0.65,0.14,4.1,NA
"81066",30886,772557,125,NA,1.1,0.05,12.8,NA
"81067",30886,772558,144,NA,1.47,0.01,18.8,NA
"81068",30886,772559,150,NA,1.57,0.01,20.3,NA
"81069",30886,772560,170,NA,1.83,0.01,24.2,NA
"81070",30886,772561,198,NA,2.01,0.01,27,NA
"81071",30886,772562,200,NA,2.02,0.01,27.2,NA
"81072",30886,772563,226,NA,2.18,0.01,29.2,NA
"81073",30886,772564,250,NA,2.3,0.01,30.7,NA
"81074",30886,772565,270,NA,2.39,0.01,31.8,NA
"81075",30886,772566,300,NA,2.51,0.01,33.4,NA
"81076",30886,772567,318,NA,2.57,0.01,34.2,NA
"81077",30886,772568,378,NA,2.73,0.01,36.3,NA
"81078",30886,772569,400,NA,2.8,0.01,37.2,NA
"81079",30886,772570,438,NA,2.92,0.01,38.8,NA
"81080",30886,772571,500,NA,3.04,0.01,40.4,NA
"81081",30886,772572,515,NA,3.07,0.01,40.8,NA
"81082",30887,772573,0,NA,0.29,0,0,NA
"81083",30887,772574,2,NA,0.29,0,0,NA
"81084",30887,772575,8,NA,NA,NA,NA,NA
"81085",30887,772576,10,NA,0.29,0,0.1,NA
"81086",30887,772577,15,NA,0.29,0,0.1,NA
"81087",30887,772578,20,NA,0.29,0,0.1,NA
"81088",30887,772579,30,NA,0.29,0,0.1,NA
"81089",30887,772580,45,NA,0.29,0,0.1,NA
"81090",30887,772581,50,NA,0.29,0,0.1,NA
"81091",30887,772582,59,NA,0.3,0,0.1,NA
"81092",30887,772583,75,NA,0.32,0,0.1,NA
"81093",30887,772584,85,NA,0.35,0,0.1,NA
"81094",30887,772585,94,NA,0.59,0.08,3.1,NA
"81095",30887,772586,100,NA,0.78,0.12,6.4,NA
"81096",30887,772587,104,NA,0.9,0.13,8.7,NA
"81097",30887,772588,114,NA,1.1,0.07,12.2,NA
"81098",30887,772589,123,NA,1.2,0.04,13.9,NA
"81099",30887,772590,125,NA,1.22,0.03,14.3,NA
"81100",30887,772591,138,NA,1.36,0.01,16.8,NA
"81101",30887,772592,150,NA,1.51,0.01,19.3,NA
"81102",30887,772593,164,NA,1.67,0,21.8,NA
"81103",30887,772594,194,NA,1.79,0,24.2,NA
"81104",30887,772595,200,NA,1.81,0,24.6,NA
"81105",30887,772596,229,NA,1.91,0,26.3,NA
"81106",30887,772597,250,NA,2.03,0,28.1,NA
"81107",30887,772598,268,NA,2.14,0,29.7,NA
"81108",30887,772599,300,NA,2.33,0,32.2,NA
