"","Cst_Cnt","Btl_Cnt","Depthm","LightP","PO4uM","NO2uM","NO3uM","NH3uM"
"81109",30887,772600,318,NA,2.42,0,33.5,NA
"81110",30887,772601,378,NA,2.63,0,36.4,NA
"81111",30887,772602,400,NA,2.71,0,37.4,NA
"81112",30887,772603,438,NA,2.84,0,39,NA
"81113",30887,772604,500,NA,3.01,0,41,NA
"81114",30887,772605,516,NA,3.06,0,41.5,NA
"81115",30888,772606,0,NA,0.31,0,0.1,NA
"81116",30888,772607,3,NA,0.31,0,0.1,NA
"81117",30888,772608,10,NA,0.31,0,0.1,NA
"81118",30888,772609,16,NA,0.31,0,0.1,NA
"81119",30888,772610,20,NA,0.31,0,0.1,NA
"81120",30888,772611,30,NA,0.3,0,0.1,NA
"81121",30888,772612,45,NA,0.28,0,0.1,NA
"81122",30888,772613,50,NA,0.28,0,0.1,NA
"81123",30888,772614,60,NA,0.28,0,0.1,NA
"81124",30888,772615,75,NA,0.29,0,0.1,NA
"81125",30888,772616,76,NA,0.29,0,0.1,NA
"81126",30888,772617,85,NA,0.33,0.01,0.2,NA
"81127",30888,772618,94,NA,0.52,0.08,2.6,NA
"81128",30888,772619,100,NA,0.6,0.14,4.1,NA
"81129",30888,772620,106,NA,0.67,0.17,5.6,NA
"81130",30888,772621,116,NA,0.84,0.03,8.6,NA
"81131",30888,772622,124,NA,1.01,0.01,11.2,NA
"81132",30888,772623,125,NA,1.02,0.01,11.4,NA
"81133",30888,772624,140,NA,1.18,0,14.5,NA
"81134",30888,772625,150,NA,1.32,0,16.9,NA
"81135",30888,772626,166,NA,1.54,0,20.5,NA
"81136",30888,772627,196,NA,1.84,0,24.9,NA
"81137",30888,772628,200,NA,1.85,0,25.2,NA
"81138",30888,772629,229,NA,1.92,0,26.8,NA
"81139",30888,772630,250,NA,2.04,0,28.6,NA
"81140",30888,772631,269,NA,2.16,0,30.2,NA
"81141",30888,772632,300,NA,2.31,0,32.3,NA
"81142",30888,772633,319,NA,2.4,0,33.4,NA
"81143",30888,772634,381,NA,2.71,0,36.9,NA
"81144",30888,772635,400,NA,2.8,0,37.6,NA
"81145",30888,772636,437,NA,2.96,0,38.9,NA
"81146",30888,772637,500,NA,3.06,0,40.9,NA
"81147",30888,772638,511,NA,3.08,0,41.3,NA
"81148",30889,772639,0,NA,0.26,0.07,0.6,NA
"81149",30889,772640,1,NA,0.26,0.07,0.6,NA
"81150",30889,772641,10,NA,0.33,0.11,2.8,NA
"81151",30889,772642,20,NA,1.22,0.19,10.8,NA
"81152",30889,772643,25,NA,NA,NA,NA,NA
"81153",30889,772644,30,NA,1.65,0.27,15.8,NA
"81154",30889,772645,41,NA,1.77,0.28,19.5,NA
"81155",30889,772646,50,NA,1.86,0.36,22.2,NA
"81156",30889,772647,51,NA,1.87,0.37,22.5,NA
"81157",30889,772648,60,NA,1.97,0.27,23.7,NA
"81158",30889,772649,71,NA,2.01,0.22,24.6,NA
"81159",30889,772650,75,NA,2.03,0.2,24.9,NA
"81160",30889,772651,85,NA,2.09,0.15,25.7,NA
"81161",30889,772652,100,NA,2.22,0.12,27.1,NA
"81162",30889,772653,119,NA,2.43,0.08,29.3,NA
"81163",30889,772654,125,NA,2.45,0.08,29.4,NA
"81164",30889,772655,140,NA,2.48,0.09,29.8,NA
"81165",30889,772656,150,NA,2.5,0.1,30,NA
"81166",30889,772657,170,NA,2.54,0.11,30.3,NA
"81167",30889,772658,199,NA,2.59,0.08,31.2,NA
"81168",30889,772659,200,NA,2.59,0.08,31.2,NA
"81169",30889,772660,228,NA,2.69,0.04,32.1,NA
"81170",30889,772661,250,NA,2.74,0.03,32.8,NA
"81171",30889,772662,269,NA,2.77,0.02,33.4,NA
"81172",30889,772663,300,NA,2.81,0.01,33.9,NA
"81173",30889,772664,319,NA,2.83,0.01,34.1,NA
"81174",30889,772665,376,NA,2.97,0.01,34.7,NA
"81175",30889,772666,400,NA,3.06,0.01,34.4,NA
"81176",30889,772667,438,NA,3.26,0.01,32.5,NA
"81177",30889,772668,477,NA,3.54,0.01,28.3,NA
"81178",30889,772669,500,NA,3.84,0.01,23.8,NA
"81179",30889,772670,511,NA,3.97,0.01,22,NA
"81180",30889,772671,541,NA,4.1,0.01,21.6,NA
"81181",30889,772672,572,NA,4.61,0.55,19.5,NA
"81182",30890,772673,0,NA,0.07,0.01,0,NA
"81183",30890,772674,1,NA,0.07,0.01,0,NA
"81184",30890,772675,5,NA,0.13,0.02,0.1,NA
"81185",30890,772676,10,NA,0.25,0.05,0.4,NA
"81186",30890,772677,11,NA,0.27,0.06,0.5,NA
"81187",30890,772678,15,NA,0.33,0.11,1,NA
"81188",30891,772679,0,NA,0.13,0.03,0,NA
"81189",30891,772680,2,NA,0.13,0.03,0,NA
"81190",30891,772681,5,NA,0.11,0.03,0,NA
"81191",30891,772682,10,NA,0.2,0.03,0,NA
"81192",30891,772683,15,NA,0.44,0.08,0.2,NA
"81193",30892,772684,0,NA,0.11,0.01,0,NA
"81194",30892,772685,1,NA,0.11,0.01,0,NA
"81195",30892,772686,5,NA,0.11,0.01,0,NA
"81196",30892,772687,10,NA,NA,NA,NA,NA
"81197",30892,772688,10,NA,0.22,0.02,0.1,NA
"81198",30892,772689,12,NA,NA,NA,NA,NA
"81199",30892,772690,20,NA,NA,NA,NA,NA
"81200",30892,772691,20,NA,1.26,0.32,12.6,NA
"81201",30892,772692,29,NA,1.6,0.36,15.6,NA
"81202",30893,772693,0,0.98,0.17,0.01,0,NA
"81203",30893,772694,1,0.98,0.17,0.01,0,NA
"81204",30893,772695,5,0.39,0.17,0.01,0,NA
"81205",30893,772696,10,NA,NA,NA,NA,NA
"81206",30893,772697,10,0.11,0.18,0.01,0.1,NA
"81207",30893,772698,11,NA,NA,NA,NA,NA
"81208",30893,772699,12,NA,NA,NA,NA,NA
"81209",30893,772700,15,0.04,0.42,0.06,1.4,NA
"81210",30893,772701,19,0.02,0.85,0.16,6.7,NA
"81211",30893,772702,20,0.02,0.92,0.18,7.7,NA
"81212",30893,772703,27,0,1.25,0.27,13,NA
"81213",30893,772704,30,NA,1.34,0.29,14.5,NA
"81214",30893,772705,34,NA,1.43,0.3,16.1,NA
"81215",30893,772706,40,NA,1.58,0.33,18.6,NA
"81216",30893,772707,50,NA,1.78,0.19,21.7,NA
"81217",30893,772708,60,NA,1.88,0.14,22.9,NA
"81218",30893,772709,70,NA,2.1,0.03,25.6,NA
"81219",30893,772710,71,NA,NA,NA,NA,NA
"81220",30893,772711,75,NA,2.11,0.03,25.7,NA
"81221",30893,772712,85,NA,2.14,0.03,25.9,NA
"81222",30893,772713,100,NA,2.2,0.03,26.5,NA
"81223",30893,772714,120,NA,2.28,0.04,27.1,NA
"81224",30893,772715,125,NA,2.3,0.04,27.2,NA
"81225",30893,772716,140,NA,2.35,0.05,27.6,NA
"81226",30894,772717,0,NA,0.64,0.09,4.6,NA
"81227",30894,772718,1,NA,0.64,0.09,4.6,NA
"81228",30894,772719,5,NA,NA,NA,NA,NA
"81229",30894,772720,10,NA,NA,NA,NA,NA
"81230",30894,772721,10,NA,1.58,0.25,18.2,NA
"81231",30894,772722,20,NA,1.73,0.22,20.7,NA
"81232",30894,772723,30,NA,2.01,0.09,24.8,NA
"81233",30894,772724,40,NA,2.01,0.07,25,NA
"81234",30894,772725,50,NA,2.03,0.12,25,NA
"81235",30894,772726,59,NA,2.04,0.08,25.3,NA
"81236",30894,772727,69,NA,2.16,0.17,26.4,NA
"81237",30894,772728,75,NA,2.17,0.19,26.4,NA
"81238",30894,772729,85,NA,2.18,0.21,26.5,NA
"81239",30894,772730,95,NA,2.2,0.22,26.8,NA
"81240",30895,772731,0,NA,0.29,0.06,0.3,NA
"81241",30895,772732,2,NA,0.29,0.06,0.3,NA
"81242",30895,772733,6,NA,NA,NA,NA,NA
"81243",30895,772734,7,NA,NA,NA,NA,NA
"81244",30895,772735,10,NA,NA,NA,NA,NA
"81245",30895,772736,10,NA,0.69,0.13,8,NA
"81246",30895,772737,20,NA,0.96,0.15,10.4,NA
"81247",30895,772738,30,NA,1.15,0.15,11.9,NA
"81248",30895,772739,40,NA,1.67,0.18,19.4,NA
"81249",30895,772740,50,NA,1.92,0.07,23.8,NA
"81250",30895,772741,61,NA,1.98,0.06,24.9,NA
"81251",30895,772742,70,NA,2.07,0.04,26.4,NA
"81252",30895,772743,75,NA,2.08,0.03,26.8,NA
"81253",30895,772744,85,NA,2.1,0.03,27.1,NA
"81254",30895,772745,100,NA,2.14,0.03,27.6,NA
"81255",30895,772746,120,NA,2.24,0.04,29,NA
"81256",30895,772747,125,NA,2.26,0.04,29.3,NA
"81257",30895,772748,141,NA,2.33,0.04,29.9,NA
"81258",30895,772749,150,NA,2.35,0.04,30.1,NA
"81259",30895,772750,169,NA,2.39,0.03,30.5,NA
"81260",30895,772751,199,NA,2.44,0.03,31.6,NA
"81261",30895,772752,200,NA,2.44,0.03,31.6,NA
"81262",30895,772753,229,NA,2.49,0.03,32.4,NA
"81263",30895,772754,250,NA,2.56,0.03,33.1,NA
"81264",30895,772755,269,NA,2.62,0.03,33.7,NA
"81265",30895,772756,300,NA,2.67,0.03,34.6,NA
"81266",30895,772757,317,NA,2.69,0.03,35.1,NA
"81267",30895,772758,377,NA,2.84,0.01,37.2,NA
"81268",30895,772759,400,NA,2.89,0.01,37.8,NA
"81269",30895,772760,437,NA,2.97,0.01,38.6,NA
"81270",30895,772761,500,NA,3.06,0.01,39.3,NA
"81271",30895,772762,512,NA,3.08,0.01,39.4,NA
"81272",30896,772763,0,NA,0.57,0.16,4.2,NA
"81273",30896,772764,1,NA,0.57,0.16,4.2,NA
"81274",30896,772765,10,NA,NA,NA,NA,NA
"81275",30896,772766,10,NA,0.57,0.15,4.2,NA
"81276",30896,772767,20,NA,0.56,0.17,4.4,NA
"81277",30896,772768,30,NA,0.57,0.17,4.5,NA
"81278",30896,772769,40,NA,1.19,0.38,12.4,NA
"81279",30896,772770,50,NA,1.36,0.43,15.4,NA
"81280",30896,772771,60,NA,1.44,0.29,17,NA
"81281",30896,772772,70,NA,1.67,0.32,19.6,NA
"81282",30896,772773,75,NA,1.71,0.26,20.7,NA
"81283",30896,772774,85,NA,1.77,0.13,22.6,NA
"81284",30896,772775,100,NA,2.03,0.16,25.7,NA
"81285",30896,772776,119,NA,2.17,0.07,27.8,NA
"81286",30896,772777,125,NA,2.18,0.07,28,NA
"81287",30896,772778,140,NA,2.19,0.06,28.4,NA
"81288",30896,772779,150,NA,2.21,0.05,28.9,NA
"81289",30896,772780,170,NA,2.26,0.03,30,NA
"81290",30896,772781,199,NA,2.35,0.04,31.3,NA
"81291",30896,772782,200,NA,2.35,0.04,31.3,NA
"81292",30896,772783,229,NA,2.4,0.04,32.7,NA
"81293",30896,772784,250,NA,2.48,0.03,33.9,NA
"81294",30896,772785,268,NA,2.57,0.02,34.9,NA
"81295",30896,772786,300,NA,2.71,0.01,36.4,NA
"81296",30896,772787,317,NA,2.77,0.01,37,NA
"81297",30896,772788,377,NA,2.89,0.01,38.2,NA
"81298",30896,772789,400,NA,2.95,0.01,38.9,NA
"81299",30896,772790,438,NA,3.04,0.01,40.1,NA
"81300",30896,772791,500,NA,3.11,0,41.2,NA
"81301",30896,772792,513,NA,3.13,0,41.4,NA
"81302",30897,772793,0,0.98,0.45,0.08,2.3,NA
"81303",30897,772794,2,0.98,0.45,0.08,2.3,NA
"81304",30897,772795,10,0.39,0.44,0.08,2.3,NA
"81305",30897,772796,20,0.11,0.51,0.11,3,NA
"81306",30897,772797,30,0.05,0.51,0.1,3,NA
"81307",30897,772798,31,0.04,0.51,0.1,3,NA
"81308",30897,772799,38,0.02,0.8,0.22,6.4,NA
"81309",30897,772800,46,NA,1.02,0.33,9.7,NA
"81310",30897,772801,50,0,1.16,0.38,11.8,NA
"81311",30897,772802,54,0,1.29,0.41,14,NA
"81312",30897,772803,63,NA,1.49,0.37,17.8,NA
"81313",30897,772804,70,NA,1.63,0.04,20.6,NA
"81314",30897,772805,75,NA,1.71,0.03,22,NA
"81315",30897,772806,85,NA,1.8,0.02,23.6,NA
"81316",30897,772807,100,NA,1.76,0.01,23.4,NA
"81317",30897,772808,120,NA,1.85,0.01,25.1,NA
"81318",30897,772809,125,NA,1.87,0.01,25.5,NA
"81319",30897,772810,140,NA,1.93,0.01,26.6,NA
"81320",30897,772811,150,NA,1.98,0.01,27.3,NA
"81321",30897,772812,169,NA,2.09,0.01,28.7,NA
"81322",30897,772813,198,NA,2.25,0.01,31.2,NA
"81323",30897,772814,200,NA,2.26,0.01,31.3,NA
"81324",30897,772815,229,NA,2.38,0.01,32.6,NA
"81325",30897,772816,250,NA,2.49,0.01,33.7,NA
"81326",30897,772817,269,NA,2.59,0.01,34.6,NA
"81327",30897,772818,300,NA,2.68,0.01,35.8,NA
"81328",30897,772819,319,NA,2.73,0.01,36.4,NA
"81329",30897,772820,378,NA,2.95,0.01,38.5,NA
"81330",30897,772821,400,NA,3,0.01,39,NA
"81331",30897,772822,438,NA,3.06,0.01,39.8,NA
"81332",30897,772823,500,NA,3.15,0,40.9,NA
"81333",30897,772824,517,NA,3.17,0,41.2,NA
"81334",30898,772825,0,NA,0.3,0.01,0,NA
"81335",30898,772826,2,NA,0.3,0.01,0,NA
"81336",30898,772827,10,NA,0.3,0.01,0,NA
"81337",30898,772828,10,NA,NA,NA,NA,NA
"81338",30898,772829,15,NA,0.3,0.01,0,NA
"81339",30898,772830,20,NA,0.3,0.01,0,NA
"81340",30898,772831,30,NA,0.3,0.01,0,NA
"81341",30898,772832,46,NA,0.34,0.03,0.2,NA
"81342",30898,772833,50,NA,0.41,0.06,0.5,NA
"81343",30898,772834,50,NA,NA,NA,NA,NA
"81344",30898,772835,55,NA,0.5,0.1,0.9,NA
"81345",30898,772836,65,NA,0.52,0.24,1.8,NA
"81346",30898,772837,75,NA,0.69,0.45,4.5,NA
"81347",30898,772838,86,NA,0.74,0.17,5.5,NA
"81348",30898,772839,96,NA,0.95,0.2,9.6,NA
"81349",30898,772840,100,NA,1.04,0.18,11.4,NA
"81350",30898,772841,110,NA,1.27,0.13,15.4,NA
"81351",30898,772842,124,NA,1.51,0.27,18,NA
"81352",30898,772843,125,NA,1.52,0.26,18.3,NA
"81353",30898,772844,146,NA,1.78,0.02,23.5,NA
"81354",30898,772845,150,NA,1.84,0.02,24.3,NA
"81355",30898,772846,169,NA,2.1,0.01,27.2,NA
"81356",30898,772847,200,NA,2.18,0.01,29.2,NA
"81357",30898,772848,230,NA,2.21,0.02,30.1,NA
"81358",30898,772849,250,NA,2.35,0.02,31.5,NA
"81359",30898,772850,268,NA,2.48,0.01,32.9,NA
"81360",30898,772851,300,NA,2.54,0.01,34.1,NA
"81361",30898,772852,317,NA,2.55,0.01,34.6,NA
"81362",30898,772853,377,NA,2.76,0,37.1,NA
"81363",30898,772854,400,NA,2.82,0,38.2,NA
"81364",30898,772855,437,NA,2.91,0,39.7,NA
"81365",30898,772856,500,NA,3.04,0,41.2,NA
"81366",30898,772857,512,NA,3.06,0,41.5,NA
"81367",30899,772858,0,NA,0.28,0,0,NA
"81368",30899,772859,1,NA,0.28,0,0,NA
"81369",30899,772860,10,NA,0.28,0,0,NA
"81370",30899,772861,10,NA,NA,NA,NA,NA
"81371",30899,772862,15,NA,0.28,0,0,NA
"81372",30899,772863,20,NA,0.28,0,0,NA
"81373",30899,772864,29,NA,0.28,0,0,NA
"81374",30899,772865,30,NA,0.28,0,0,NA
"81375",30899,772866,45,NA,0.28,0,0,NA
"81376",30899,772867,50,NA,0.28,0,0,NA
"81377",30899,772868,55,NA,0.28,0,0,NA
"81378",30899,772869,65,NA,0.28,0,0.1,NA
"81379",30899,772870,75,NA,0.29,0,0,NA
"81380",30899,772871,85,NA,0.33,0,0,NA
"81381",30899,772872,95,NA,0.46,0.18,1.4,NA
"81382",30899,772873,100,NA,0.57,0.14,3.1,NA
"81383",30899,772874,109,NA,0.78,0.02,6.8,NA
"81384",30899,772875,124,NA,1.12,0.01,12.5,NA
"81385",30899,772876,125,NA,1.14,0.01,12.8,NA
"81386",30899,772877,144,NA,1.43,0.01,17.6,NA
"81387",30899,772878,150,NA,1.53,0.01,19.1,NA
"81388",30899,772879,170,NA,1.84,0.01,23.6,NA
"81389",30899,772880,199,NA,2.07,0,27,NA
"81390",30899,772881,200,NA,2.08,0,27.1,NA
"81391",30899,772882,229,NA,2.22,0,29.1,NA
"81392",30899,772883,250,NA,2.28,0,30,NA
"81393",30899,772884,268,NA,2.33,0,30.6,NA
"81394",30899,772885,300,NA,2.43,0,31.9,NA
"81395",30899,772886,319,NA,2.49,0,32.6,NA
"81396",30899,772887,377,NA,2.7,0,34.5,NA
"81397",30899,772888,400,NA,2.77,0,35.4,NA
"81398",30899,772889,440,NA,2.89,0,36.9,NA
"81399",30899,772890,500,NA,3.02,0,38.6,NA
"81400",30899,772891,516,NA,3.06,0,39.1,NA
"81401",30900,772892,0,NA,0.29,0,0,NA
"81402",30900,772893,2,NA,0.29,0,0,NA
"81403",30900,772894,10,NA,0.28,0,0,NA
"81404",30900,772895,10,NA,NA,NA,NA,NA
"81405",30900,772896,15,NA,0.28,0,0,NA
"81406",30900,772897,20,NA,0.28,0,0,NA
"81407",30900,772898,30,NA,0.28,0,0,NA
"81408",30900,772899,45,NA,0.3,0,0,NA
"81409",30900,772900,50,NA,0.3,0,0,NA
"81410",30900,772901,60,NA,0.3,0,0,NA
"81411",30900,772902,75,NA,0.32,0,0,NA
"81412",30900,772903,85,NA,0.36,0,0,NA
"81413",30900,772904,95,NA,0.58,0.07,3,NA
"81414",30900,772905,100,NA,0.75,0.11,6,NA
"81415",30900,772906,104,NA,0.89,0.13,8.5,NA
"81416",30900,772907,115,NA,1.09,0.11,12,NA
"81417",30900,772908,123,NA,1.22,0.04,14.3,NA
"81418",30900,772909,125,NA,1.26,0.04,15,NA
"81419",30900,772910,139,NA,1.54,0.01,19.6,NA
"81420",30900,772911,150,NA,1.65,0.01,21.4,NA
"81421",30900,772912,165,NA,1.73,0.01,22.8,NA
"81422",30900,772913,194,NA,1.89,0.01,25.6,NA
"81423",30900,772914,200,NA,1.89,0.01,25.8,NA
"81424",30900,772915,229,NA,1.92,0.01,26.7,NA
"81425",30900,772916,250,NA,2.06,0.01,28.5,NA
"81426",30900,772917,267,NA,2.2,0.01,30.2,NA
"81427",30900,772918,300,NA,2.43,0,32.7,NA
"81428",30900,772919,319,NA,2.54,0,34,NA
"81429",30900,772920,375,NA,2.75,0,36.7,NA
"81430",30900,772921,400,NA,2.82,0,37.5,NA
"81431",30900,772922,439,NA,2.92,0.01,38.6,NA
"81432",30900,772923,500,NA,3.08,0.01,39.9,NA
"81433",30900,772924,511,NA,3.11,0.01,40.1,NA
"81434",30901,772925,0,0.98,0.3,0,0.1,NA
"81435",30901,772926,1,0.98,0.3,0,0.1,NA
"81436",30901,772927,10,0.79,0.3,0,0.1,NA
"81437",30901,772928,10,NA,NA,NA,NA,NA
"81438",30901,772929,12,NA,0.3,0,0.1,NA
"81439",30901,772930,20,0.49,0.29,0,0.1,NA
"81440",30901,772931,23,0.39,0.29,0,0.1,NA
"81441",30901,772932,30,0.28,0.29,0,0.1,NA
"81442",30901,772933,34,NA,0.29,0,0.1,NA
"81443",30901,772934,46,0.11,0.29,0,0.1,NA
"81444",30901,772935,50,0.09,0.29,0,0.1,NA
"81445",30901,772936,57,NA,0.29,0,0.1,NA
"81446",30901,772937,68,0.04,0.29,0,0.1,NA
"81447",30901,772938,75,0.03,0.29,0,0,NA
"81448",30901,772939,78,NA,0.29,0,0,NA
"81449",30901,772940,88,0.02,0.3,0,0,NA
"81450",30901,772941,97,NA,0.6,0.1,3.4,NA
"81451",30901,772942,100,0.01,0.66,0.12,4.3,NA
"81452",30901,772943,106,NA,0.79,0.14,6.7,NA
"81453",30901,772944,114,NA,1.12,0.11,12.4,NA
"81454",30901,772945,122,0,1.29,0.07,15.4,NA
"81455",30901,772946,125,NA,1.33,0.06,16.1,NA
"81456",30901,772947,131,NA,1.41,0.04,17.3,NA
"81457",30901,772948,140,NA,1.53,0.02,19.5,NA
"81458",30901,772949,150,NA,1.65,0.02,21.5,NA
"81459",30901,772950,165,NA,1.79,0.01,23.8,NA
"81460",30901,772951,194,NA,1.88,0.01,25.4,NA
"81461",30901,772952,200,NA,1.91,0.01,25.9,NA
"81462",30901,772953,229,NA,2.06,0.01,28.1,NA
"81463",30901,772954,250,NA,2.12,0.01,29.1,NA
"81464",30901,772955,270,NA,2.17,0.01,30,NA
"81465",30901,772956,300,NA,2.33,0.01,32.3,NA
"81466",30901,772957,316,NA,2.42,0.01,33.6,NA
"81467",30901,772958,378,NA,2.7,0.01,36.9,NA
"81468",30901,772959,400,NA,2.78,0.01,37.8,NA
"81469",30901,772960,437,NA,2.91,0.01,39.2,NA
"81470",30901,772961,500,NA,3.07,0.01,41,NA
"81471",30901,772962,518,NA,3.12,0.01,41.5,NA
"81472",30902,772963,0,NA,0.06,0.02,0,NA
"81473",30902,772964,1,NA,0.06,0.02,0,NA
"81474",30902,772965,5,NA,0.1,0.02,0,NA
"81475",30902,772966,10,NA,0.57,0.13,2,NA
"81476",30902,772967,17,NA,1.47,0.42,13.9,NA
"81477",30903,772968,0,NA,0.13,0.08,0,NA
"81478",30903,772969,1,NA,0.13,0.08,0,NA
"81479",30903,772970,5,NA,0.12,0.12,0.1,NA
"81480",30903,772971,10,NA,0.57,0.17,5.6,NA
"81481",30903,772972,11,NA,0.69,0.19,7.1,NA
"81482",30903,772973,17,NA,1.2,0.36,14.7,NA
"81483",30904,772974,0,NA,0.11,0.02,0.1,NA
"81484",30904,772975,1,NA,0.11,0.02,0.1,NA
"81485",30904,772976,6,NA,NA,NA,NA,NA
"81486",30904,772977,10,NA,0.08,0.03,0,NA
"81487",30904,772978,11,NA,0.08,0.03,0,NA
"81488",30904,772979,16,NA,NA,NA,NA,NA
"81489",30904,772980,20,NA,1.66,0.34,21.4,NA
"81490",30904,772981,30,NA,1.89,0.43,24.5,NA
"81491",30904,772982,40,NA,1.92,0.11,25.2,NA
"81492",30904,772983,50,NA,1.99,0.15,24.7,NA
"81493",30905,772984,0,NA,0.27,0.01,0,NA
"81494",30905,772985,1,NA,0.27,0.01,0,NA
"81495",30905,772986,10,NA,0.33,0.01,0.3,NA
"81496",30905,772987,10,NA,NA,NA,NA,NA
"81497",30905,772988,11,NA,0.34,0.01,0.3,NA
"81498",30905,772989,20,NA,0.8,0.1,6.2,NA
"81499",30905,772990,30,NA,1.43,0.31,16.5,NA
"81500",30905,772991,40,NA,1.71,0.25,20.8,NA
"81501",30905,772992,50,NA,1.83,0.21,22.3,NA
"81502",30905,772993,60,NA,1.98,0.08,24.2,NA
"81503",30905,772994,70,NA,2.04,0.04,25.1,NA
"81504",30905,772995,75,NA,2.06,0.03,25.4,NA
"81505",30905,772996,85,NA,2.1,0.02,25.7,NA
"81506",30905,772997,99,NA,2.12,0.01,26,NA
"81507",30905,772998,100,NA,2.12,0.01,26,NA
"81508",30905,772999,119,NA,2.22,0.01,26.7,NA
"81509",30905,773000,125,NA,2.25,0.01,26.9,NA
"81510",30905,773001,139,NA,2.31,0.01,27.4,NA
"81511",30905,773002,150,NA,2.33,0.01,27.6,NA
"81512",30905,773003,150,NA,NA,NA,NA,NA
"81513",30905,773004,169,NA,2.36,0.01,27.9,NA
"81514",30905,773005,198,NA,2.41,0.01,28.4,NA
"81515",30905,773006,200,NA,2.41,0.01,28.4,NA
"81516",30905,773007,228,NA,2.47,0.01,29.2,NA
"81517",30905,773008,250,NA,2.5,0.01,29.7,NA
"81518",30905,773009,268,NA,2.61,0.01,31.3,NA
"81519",30905,773010,300,NA,2.58,0.01,30.9,NA
"81520",30905,773011,318,NA,2.6,0.01,31.3,NA
"81521",30905,773012,377,NA,2.71,0.01,33.1,NA
"81522",30905,773013,400,NA,2.76,0.01,33.8,NA
"81523",30905,773014,438,NA,2.83,0.01,35.1,NA
"81524",30905,773015,500,NA,2.94,0,37.2,NA
"81525",30905,773016,520,NA,2.97,0,37.9,NA
"81526",30906,773017,0,NA,0.22,0.02,0.2,NA
"81527",30906,773018,1,NA,0.22,0.02,0.2,NA
"81528",30906,773019,10,NA,0.22,0.02,0.1,NA
"81529",30906,773020,20,NA,0.86,0.22,7.2,NA
"81530",30906,773021,29,NA,1.52,0.48,16.2,NA
"81531",30906,773022,30,NA,1.56,0.46,17,NA
"81532",30906,773023,40,NA,1.81,0.2,22.6,NA
"81533",30906,773024,50,NA,1.85,0.08,23.9,NA
"81534",30906,773025,60,NA,1.99,0.11,25.1,NA
"81535",30906,773026,70,NA,2,0.06,25.4,NA
"81536",30906,773027,75,NA,2.04,0.06,25.7,NA
"81537",30906,773028,84,NA,2.13,0.05,26.3,NA
"81538",30906,773029,99,NA,2.17,0.06,26.7,NA
"81539",30906,773030,100,NA,2.17,0.06,26.7,NA
"81540",30906,773031,119,NA,2.22,0.08,27.3,NA
"81541",30906,773032,125,NA,2.24,0.07,27.6,NA
"81542",30906,773033,140,NA,2.29,0.03,28.3,NA
"81543",30906,773034,150,NA,2.33,0.03,28.8,NA
"81544",30906,773035,171,NA,2.4,0.03,29.9,NA
"81545",30906,773036,199,NA,2.5,0.03,30.7,NA
"81546",30906,773037,200,NA,2.5,0.03,30.7,NA
"81547",30906,773038,229,NA,2.55,0.02,31.4,NA
"81548",30906,773039,250,NA,2.61,0.01,32.3,NA
"81549",30906,773040,268,NA,2.66,0.01,33.1,NA
"81550",30906,773041,300,NA,2.74,0.01,34.1,NA
"81551",30906,773042,319,NA,2.78,0.01,34.7,NA
"81552",30906,773043,379,NA,2.89,0.02,36.5,NA
"81553",30906,773044,400,NA,2.92,0.02,36.9,NA
"81554",30906,773045,439,NA,2.96,0.02,37.6,NA
"81555",30906,773046,500,NA,3.06,0.01,38.5,NA
"81556",30906,773047,512,NA,3.08,0.01,38.7,NA
"81557",30906,773048,580,NA,3.15,0.01,39.5,NA
"81558",30906,773049,600,NA,3.18,0.02,39.5,NA
"81559",30906,773050,652,NA,3.25,0.04,39.4,NA
"81560",30906,773051,698,NA,3.27,0.04,39.1,NA
"81561",30906,773052,700,NA,3.27,0.04,38.9,NA
"81562",30906,773053,703,NA,3.28,0.04,38.7,NA
"81563",30907,773054,0,NA,0.67,0.17,6.5,NA
"81564",30907,773055,2,NA,0.67,0.17,6.5,NA
"81565",30907,773056,8,NA,NA,NA,NA,NA
"81566",30907,773057,10,NA,0.78,0.18,8.2,NA
"81567",30907,773058,15,NA,NA,NA,NA,NA
"81568",30907,773059,20,NA,1.98,0.25,22.9,NA
"81569",30907,773060,30,NA,2.05,0.24,25.5,NA
"81570",30907,773061,40,NA,2.1,0.18,26.4,NA
"81571",30907,773062,50,NA,2.1,0.08,26.7,NA
"81572",30907,773063,51,NA,2.1,0.07,26.7,NA
"81573",30907,773064,60,NA,2.12,0.05,27,NA
"81574",30907,773065,70,NA,2.21,0.04,27.9,NA
"81575",30907,773066,75,NA,2.23,0.04,28.2,NA
"81576",30907,773067,86,NA,2.26,0.03,28.8,NA
"81577",30907,773068,100,NA,2.3,0.03,29.3,NA
"81578",30907,773069,120,NA,2.33,0.03,29.6,NA
"81579",30907,773070,125,NA,2.33,0.03,29.6,NA
"81580",30907,773071,140,NA,2.35,0.03,29.8,NA
"81581",30907,773072,150,NA,2.39,0.03,30.1,NA
"81582",30907,773073,169,NA,2.46,0.02,30.8,NA
"81583",30907,773074,199,NA,2.51,0.03,31.5,NA
"81584",30907,773075,200,NA,2.51,0.03,31.5,NA
"81585",30907,773076,229,NA,2.58,0.02,32.4,NA
"81586",30907,773077,250,NA,2.64,0.02,33,NA
"81587",30907,773078,269,NA,2.69,0.02,33.6,NA
