"Cst_Cnt","Cruise_ID","Cruise","Cruz_Sta","DbSta_ID","Cast_ID","Sta_ID","Quarter","Sta_Code","Distance","Date","Year","Month","Julian_Date","Julian_Day","Time","Lat_Dec","Lat_Deg","Lat_Min","Lat_Hem","Lon_Dec","Lon_Deg","Lon_Min","Lon_Hem","Rpt_Line","St_Line","Ac_Line","Rpt_Sta","St_Station","Ac_Sta","Bottom_D","Secchi","ForelU","Ship_Name","Ship_Code","Data_Type","Order_Occ","Event_Num","Cruz_Leg","Orig_Sta_ID","Data_Or","Cruz_Num","IntChl","IntC14","Inc_Str","Inc_End","PST_LAN","Civil_T","TimeZone","Wave_Dir","Wave_Ht","Wave_Prd","Wind_Dir","Wind_Spd","Barometer","Dry_T","Wet_T","Wea","Cloud_Typ","Cloud_Amt","Visibility"
30374,"2003-07-17-C-32NM",200307,20030707670510,7670510,"20-0307NM-MX-210-2142-07670510","076.7 051.0",3,"ST",-14.14,"07/29/2003",2003,7,37831,210,"12/30/1899 21:42:00",35.026666,35,1.6,"N",-120.916666,-120,55,"W",76.7,76.7,76.7,51,51,50.9,235,9,NA,"RV NEW HORIZON","32NM","MX",61,602,NA,"77   51","3101","0307",93,NA,"","","","",NA,31,3,6,31,10,1014.2,18.1,16.4,1,6,7,8
30375,"2003-07-17-C-32NM",200307,20030707670490,7670490,"20-0307NM-MX-211-0051-07670490","076.7 049.0",3,"ST",-6.38,"07/30/2003",2003,7,37832,211,"12/30/1899 00:51:00",35.09,35,5.4,"N",-120.778333,-120,46.7,"W",76.7,76.7,76.7,49,49,49,71,6,NA,"RV NEW HORIZON","32NM","MX",62,612,NA,"77   49","3101","0307",149.8,NA,"","","","",NA,29,2,5,29,12,1013.4,16.6,16,1,1,4,8
30376,"2003-10-20-C-32NM",200310,20031009330267,9330267,"20-0310NM-PR-293-1907-09330267","093.3 026.7",4,"ST",-1.7,"10/20/2003",2003,10,37914,293,"12/30/1899 19:07:00",32.95,32,57,"N",-117.3,-117,18,"W",93.3,93.3,93.3,26.7,26.7,26.7,75,1,NA,"RV NEW HORIZON","32NM","PR",1,2,NA,"93   26.7","3101","0310",238.6,2120.1,"12/30/1899 12:11:00","12/30/1899 15:41:00","12/30/1899 11:34:00","12/30/1899 17:35:00",8,6,1,6,31,5,1017.2,22.5,21.1,1,2,3,7
30377,"2003-10-20-C-32NM",200310,20031009330280,9330280,"20-0310NM-MX-293-2144-09330280","093.3 028.0",4,"ST",-6.69,"10/20/2003",2003,10,37914,293,"12/30/1899 21:44:00",32.9,32,54,"N",-117.383333,-117,23,"W",93.3,93.3,93.4,28,28,28,640,17,NA,"RV NEW HORIZON","32NM","MX",2,12,NA,"93   28","3101","0310",49.7,NA,"","","","",NA,5,1,5,34,6,1013.8,22,21.5,1,2,3,7
30378,"2003-10-20-C-32NM",200310,20031009330300,9330300,"20-0310NM-MX-294-0119-09330300","093.3 030.0",4,"ST",-14.04,"10/21/2003",2003,10,37915,294,"12/30/1899 01:19:00",32.85,32,51,"N",-117.516666,-117,31,"W",93.3,93.3,93.3,30,30,29.8,863,NA,NA,"RV NEW HORIZON","32NM","MX",3,22,NA,"93   30","3101","0310",38.5,NA,"","","","",NA,7,1,4,33,6,1014.5,21.2,20.1,NA,NA,NA,NA
30379,"2003-10-20-C-32NM",200310,20031009330350,9330350,"20-0310NM-MX-294-0518-09330350","093.3 035.0",4,"ST",-34.86,"10/21/2003",2003,10,37915,294,"12/30/1899 05:18:00",32.68,32,40.8,"N",-117.876666,-117,52.6,"W",93.3,93.3,93.3,35,35,35,599,NA,NA,"RV NEW HORIZON","32NM","MX",4,32,NA,"93   35","3101","0310",24.9,NA,"","","","",NA,NA,NA,NA,34,7,1015.9,20.2,19.5,NA,NA,NA,NA
30380,"2003-10-20-C-32NM",200310,20031009330400,9330400,"20-0310NM-MX-294-0913-09330400","093.3 040.0",4,"ST",-54.66,"10/21/2003",2003,10,37915,294,"12/30/1899 09:13:00",32.513333,32,30.8,"N",-118.215,-118,12.9,"W",93.3,93.3,93.3,40,40,40,1651,NA,NA,"RV NEW HORIZON","32NM","MX",5,42,NA,"93   40","3101","0310",25.5,NA,"","","","",NA,NA,NA,NA,31,9,1015.7,18.9,18.1,NA,NA,NA,NA
30381,"2003-10-20-C-32NM",200310,20031009330450,9330450,"20-0310NM-MX-294-1307-09330450","093.3 045.0",4,"ST",-74.64,"10/21/2003",2003,10,37915,294,"12/30/1899 13:07:00",32.351666,32,21.1,"N",-118.56,-118,33.6,"W",93.3,93.3,93.3,45,45,45,1339,NA,NA,"RV NEW HORIZON","32NM","MX",6,52,NA,"93   45","3101","0310",28.3,NA,"","","","",NA,NA,NA,NA,33,10,1015.3,18.4,17.9,NA,NA,NA,NA
30382,"2003-10-20-C-32NM",200310,20031009330500,9330500,"20-0310NM-PR-294-1820-09330500","093.3 050.0",4,"ST",-95.32,"10/21/2003",2003,10,37915,294,"12/30/1899 18:20:00",32.175,32,10.5,"N",-118.91,-118,54.6,"W",93.3,93.3,93.3,50,50,50.2,1468,22,NA,"RV NEW HORIZON","32NM","PR",7,62,NA,"93   50","3101","0310",23.8,221.1,"12/30/1899 11:46:00","12/30/1899 17:49:00","12/30/1899 11:41:00","12/30/1899 17:43:00",8,7,4,6,30,12,1017.2,17.2,16.8,2,7,8,8
30383,"2003-10-20-C-32NM",200310,20031009330550,9330550,"20-0310NM-MX-294-2248-09330550","093.3 055.0",4,"ST",-116.08,"10/21/2003",2003,10,37915,294,"12/30/1899 22:48:00",31.996666,31,59.8,"N",-119.26,-119,15.6,"W",93.3,93.3,93.3,55,55,55.4,1724,20,NA,"RV NEW HORIZON","32NM","MX",8,72,NA,"93   55","3101","0310",31.7,NA,"","","","",NA,11,5,5,32,14,1014.3,18.3,17.2,2,7,7,7
30384,"2003-10-20-C-32NM",200310,20031009330600,9330600,"20-0310NM-MX-295-0130-09330600","093.3 060.0",4,"ST",-134.52,"10/22/2003",2003,10,37916,295,"12/30/1899 01:30:00",31.845,31,50.7,"N",-119.575,-119,34.5,"W",93.3,93.3,93.3,60,60,60,1871,NA,NA,"RV NEW HORIZON","32NM","MX",9,82,NA,"93   60","3101","0310",21,NA,"","","","",NA,10,5,6,32,17,1014.7,17,16.4,2,7,8,6
30385,"2003-10-20-C-32NM",200310,20031009330700,9330700,"20-0310NM-MX-295-0726-09330700","093.3 070.0",4,"ST",-174.25,"10/22/2003",2003,10,37916,295,"12/30/1899 07:26:00",31.513333,31,30.8,"N",-120.248333,-120,14.9,"W",93.3,93.3,93.3,70,70,70,3940,NA,NA,"RV NEW HORIZON","32NM","MX",10,92,NA,"93   70","3101","0310",20.7,NA,"","","","",NA,NA,NA,NA,32,16,1015.8,16.2,15.7,NA,NA,NA,NA
30386,"2003-10-20-C-32NM",200310,20031009330800,9330800,"20-0310NM-MX-295-1310-09330800","093.3 080.0",4,"ST",-214.09,"10/22/2003",2003,10,37916,295,"12/30/1899 13:10:00",31.181666,31,10.9,"N",-120.921666,-120,55.3,"W",93.3,93.3,93.3,80,80,80,3833,NA,NA,"RV NEW HORIZON","32NM","MX",11,102,NA,"93   80","3101","0310",21.7,NA,"","","","",NA,NA,NA,NA,34,12,1017.4,16.1,15.8,NA,NA,NA,NA
30387,"2003-10-20-C-32NM",200310,20031009330900,9330900,"20-0310NM-PR-295-1901-09330900","093.3 090.0",4,"ST",-253.86,"10/22/2003",2003,10,37916,295,"12/30/1899 19:01:00",30.853333,30,51.2,"N",-121.593333,-121,35.6,"W",93.3,93.3,93.3,90,90,90,4118,24,NA,"RV NEW HORIZON","32NM","PR",12,112,NA,"93   90","3101","0310",22.8,97.9,"12/30/1899 12:10:00","12/30/1899 17:53:00","12/30/1899 11:51:00","12/30/1899 17:52:00",8,7,5,7,35,22,1019,19.2,14.9,1,6,6,8
30388,"2003-10-20-C-32NM",200310,20031009331000,9331000,"20-0310NM-MX-296-0051-09331000","093.3 100.0",4,"ST",-293.72,"10/23/2003",2003,10,37917,296,"12/30/1899 00:51:00",30.518333,30,31.1,"N",-122.26,-122,15.6,"W",93.3,93.3,93.3,100,100,100,4180,NA,NA,"RV NEW HORIZON","32NM","MX",13,122,NA,"93  100","3101","0310",25.3,NA,"","","","",NA,8,6,6,36,20,1017.1,18.9,17.4,1,6,6,7
30389,"2003-10-20-C-32NM",200310,20031009331100,9331100,"20-0310NM-MX-296-0808-09331100","093.3 110.0",4,"ST",-333.75,"10/23/2003",2003,10,37917,296,"12/30/1899 08:08:00",30.183333,30,11,"N",-122.928333,-122,55.7,"W",93.3,93.3,93.3,110,110,110,3789,NA,NA,"RV NEW HORIZON","32NM","MX",14,132,NA,"93  110","3101","0310",25.2,NA,"","","","",NA,NA,NA,NA,13,18,1019,19,17.5,NA,NA,NA,NA
30390,"2003-10-20-C-32NM",200310,20031009331200,9331200,"20-0310NM-MX-296-1353-09331200","093.3 120.0",4,"ST",-373.3,"10/23/2003",2003,10,37917,296,"12/30/1899 13:53:00",29.848333,29,50.9,"N",-123.583333,-123,35,"W",93.3,93.3,93.3,120,120,119.9,4126,NA,NA,"RV NEW HORIZON","32NM","MX",15,142,NA,"93  120","3101","0310",23,NA,"","","","",NA,NA,NA,NA,36,20,1019,19,17.8,NA,NA,NA,NA
30391,"2003-10-20-C-32NM",200310,20031009001200,9001200,"20-0310NM-PR-296-1937-09001200","090.0 120.0",4,"ST",-368.31,"10/23/2003",2003,10,37917,296,"12/30/1899 19:37:00",30.41,30,24.6,"N",-123.995,-123,59.7,"W",90,90,90,120,120,120,4227,22,NA,"RV NEW HORIZON","32NM","PR",16,152,NA,"90  120","3101","0310",28,85.4,"12/30/1899 12:31:00","12/30/1899 18:01:00","12/30/1899 12:00:00","12/30/1899 18:01:00",8,7,5,6,36,16,1019,20.9,18.4,1,6,5,8
30392,"2003-10-20-C-32NM",200310,20031009001100,9001100,"20-0310NM-MX-297-0229-09001100","090.0 110.0",4,"ST",-328.65,"10/24/2003",2003,10,37918,297,"12/30/1899 02:29:00",30.751666,30,45.1,"N",-123.338333,-123,20.3,"W",90,90,90,110,110,110.1,4026,NA,NA,"RV NEW HORIZON","32NM","MX",17,162,NA,"90  110","3101","0310",23.1,NA,"","","","",NA,NA,NA,NA,34,21,1015,18.7,17.4,NA,NA,NA,NA
30393,"2003-10-20-C-32NM",200310,20031009001000,9001000,"20-0310NM-MX-297-0907-09001000","090.0 100.0",4,"ST",-288.77,"10/24/2003",2003,10,37918,297,"12/30/1899 09:07:00",31.085,31,5.1,"N",-122.668333,-122,40.1,"W",90,90,90,100,100,100.1,3961,NA,NA,"RV NEW HORIZON","32NM","MX",18,172,NA,"90  100","3101","0310",26,NA,"","","","",NA,NA,NA,NA,33,16,1015.6,18.1,17.1,NA,NA,NA,NA
30394,"2003-10-20-C-32NM",200310,20031009000900,9000900,"20-0310NM-PR-297-1721-09000900","090.0 090.0",4,"ST",-248.6,"10/24/2003",2003,10,37918,297,"12/30/1899 17:21:00",31.433333,31,26,"N",-122,-122,0,"W",90,90,89.9,90,90,90,3821,27,NA,"RV NEW HORIZON","32NM","PR",19,182,NA,"90   90","3101","0310",23.4,133.8,"12/30/1899 11:57:00","12/30/1899 17:54:00","12/30/1899 11:52:00","12/30/1899 17:52:00",8,33,10,8,33,13,1015,20.8,18.8,1,4,4,7
30395,"2003-10-20-C-32NM",200310,20031009000800,9000800,"20-0310NM-MX-297-2218-09000800","090.0 080.0",4,"ST",-208.82,"10/24/2003",2003,10,37918,297,"12/30/1899 22:18:00",31.751666,31,45.1,"N",-121.316666,-121,19,"W",90,90,90,80,80,80,3665,29,NA,"RV NEW HORIZON","32NM","MX",20,192,NA,"90   80","3101","0310",21.7,NA,"","","","",NA,33,5,7,32,9,1013.5,19.9,18.2,1,4,6,7
30396,"2003-10-20-C-32NM",200310,20031009000700,9000700,"20-0310NM-MX-298-0531-09000700","090.0 070.0",4,"ST",-168.97,"10/25/2003",2003,10,37919,298,"12/30/1899 05:31:00",32.085,32,5.1,"N",-120.64,-120,38.4,"W",90,90,90,70,70,70,3816,NA,NA,"RV NEW HORIZON","32NM","MX",21,202,NA,"90   70","3101","0310",28.7,NA,"","","","",NA,NA,NA,NA,25,5,1014.6,17.2,16.9,NA,NA,NA,NA
30397,"2003-10-20-C-32NM",200310,20031009000600,9000600,"20-0310NM-MX-298-1143-09000600","090.0 060.0",4,"ST",-129.18,"10/25/2003",2003,10,37919,298,"12/30/1899 11:43:00",32.42,32,25.2,"N",-119.963333,-119,57.8,"W",90,90,90,60,60,60,874,NA,NA,"RV NEW HORIZON","32NM","MX",22,212,NA,"90   60","3101","0310",28.6,NA,"","","","",NA,NA,NA,NA,21,4,1015.2,15.9,15.8,NA,NA,NA,NA
30398,"2003-10-20-C-32NM",200310,20031009000530,9000530,"20-0310NM-PR-298-1730-09000530","090.0 053.0",4,"ST",-101.08,"10/25/2003",2003,10,37919,298,"12/30/1899 17:30:00",32.665,32,39.9,"N",-119.49,-119,29.4,"W",90,90,89.9,53,53,53,1323,27,NA,"RV NEW HORIZON","32NM","PR",23,222,NA,"90   53","3101","0310",30.3,262.3,"12/30/1899 11:48:00","12/30/1899 17:38:00","12/30/1899 11:42:00","12/30/1899 17:36:00",8,33,6,6,25,2,1019,16.4,16.2,4,0,8,0
30399,"2003-10-20-C-32NM",200310,20031009000450,9000450,"20-0310NM-MX-298-2152-09000450","090.0 045.0",4,"ST",-69.32,"10/25/2003",2003,10,37919,298,"12/30/1899 21:52:00",32.918333,32,55.1,"N",-118.936666,-118,56.2,"W",90,90,90,45,45,45,1691,22,NA,"RV NEW HORIZON","32NM","MX",24,232,NA,"90   45","3101","0310",32.4,NA,"","","","",NA,29,3,6,29,8,1017.5,17.1,16.9,4,0,8,2
30400,"2003-10-20-C-32NM",200310,20031009000370,9000370,"20-0310NM-MX-299-0350-09000370","090.0 037.0",4,"ST",-37.67,"10/26/2003",2003,10,37920,299,"12/30/1899 03:50:00",33.186666,33,11.2,"N",-118.395,-118,23.7,"W",90,90,90,37,37,37.1,1181,NA,NA,"RV NEW HORIZON","32NM","MX",25,242,NA,"90   37","3101","0310",36.5,NA,"","","","",NA,NA,NA,NA,30,15,1017.4,19.8,18,NA,NA,NA,NA
30401,"2003-10-20-C-32NM",200310,20031009000280,9000280,"20-0310NM-MX-299-1032-09000280","090.0 028.0",4,"ST",-1.55,"10/26/2003",2003,10,37920,299,"12/30/1899 10:32:00",33.486666,33,29.2,"N",-117.77,-117,46.2,"W",90,90,90,28,28,28,69,NA,NA,"RV NEW HORIZON","32NM","MX",26,252,NA,"90   28","3101","0310",80.6,NA,"","","","",NA,NA,NA,NA,28,1,1018.6,18.2,17.2,NA,NA,NA,NA
30402,"2003-10-20-C-32NM",200310,20031009000300,9000300,"20-0310NM-MX-299-1252-09000300","090.0 030.0",4,"ST",-9.35,"10/26/2003",2003,10,37920,299,"12/30/1899 12:52:00",33.416666,33,25,"N",-117.901666,-117,54.1,"W",90,90,90,30,30,30,620,NA,NA,"RV NEW HORIZON","32NM","MX",27,262,NA,"90   30","3101","0310",27.7,NA,"","","","",NA,NA,NA,NA,24,2,1019.1,18.5,18.2,NA,NA,NA,NA
30403,"2003-10-20-C-32NM",200310,20031009000350,9000350,"20-0310NM-PR-299-1801-09000350","090.0 035.0",4,"ST",-29.84,"10/26/2003",2003,10,37920,299,"12/30/1899 18:01:00",33.245,33,14.7,"N",-118.255,-118,15.3,"W",90,90,90,35,35,35.1,487,18,NA,"RV NEW HORIZON","32NM","PR",28,272,NA,"90   35","3101","0310",29.5,294.4,"12/30/1899 11:38:00","12/30/1899 17:37:00","12/30/1899 11:37:00","12/30/1899 17:36:00",8,24,3,8,35,3,1020.5,19.9,18.8,4,8,7,5
30404,"2003-10-20-C-32NM",200310,20031008670330,8670330,"20-0310NM-MX-299-2312-08670330","086.7 033.0",4,"ST",-3.66,"10/26/2003",2003,10,37920,299,"12/30/1899 23:12:00",33.886666,33,53.2,"N",-118.491666,-118,29.5,"W",86.7,86.7,86.7,33,33,33,58,10,NA,"RV NEW HORIZON","32NM","MX",29,282,NA,"87   33","3101","0310",38.8,NA,"","","","",NA,26,2,7,5,12,1018.8,25.4,20,4,8,7,5
30405,"2003-10-20-C-32NM",200310,20031008670350,8670350,"20-0310NM-MX-300-0149-08670350","086.7 035.0",4,"ST",-11.22,"10/27/2003",2003,10,37921,300,"12/30/1899 01:49:00",33.826666,33,49.6,"N",-118.628333,-118,37.7,"W",86.7,86.7,86.7,35,35,35,630,NA,NA,"RV NEW HORIZON","32NM","MX",30,292,NA,"87   35","3101","0310",32.6,NA,"","","","",NA,NA,NA,NA,33,5,1018.4,23,19.8,NA,NA,NA,NA
30406,"2003-10-20-C-32NM",200310,20031008670400,8670400,"20-0310NM-MX-300-0602-08670400","086.7 040.0",4,"ST",-31.33,"10/27/2003",2003,10,37921,300,"12/30/1899 06:02:00",33.655,33,39.3,"N",-118.976666,-118,58.6,"W",86.7,86.7,86.7,40,40,40,722,NA,NA,"RV NEW HORIZON","32NM","MX",31,302,NA,"87   40","3101","0310",36.5,NA,"","","","",NA,NA,NA,NA,9,5,1019,20,17.1,NA,NA,NA,NA
30407,"2003-10-20-C-32NM",200310,20031008670450,8670450,"20-0310NM-MX-300-1018-08670450","086.7 045.0",4,"ST",-51.04,"10/27/2003",2003,10,37921,300,"12/30/1899 10:18:00",33.493333,33,29.6,"N",-119.32,-119,19.2,"W",86.7,86.7,86.7,45,45,45,1654,NA,NA,"RV NEW HORIZON","32NM","MX",32,312,NA,"87   45","3101","0310",41.5,NA,"","","","",NA,NA,NA,NA,31,7,1019,18.8,16.7,NA,NA,NA,NA
30408,"2003-10-20-C-32NM",200310,20031008670500,8670500,"20-0310NM-MX-300-1416-08670500","086.7 050.0",4,"ST",-70.86,"10/27/2003",2003,10,37921,300,"12/30/1899 14:16:00",33.326666,33,19.6,"N",-119.661666,-119,39.7,"W",86.7,86.7,86.7,50,50,50,79,13,NA,"RV NEW HORIZON","32NM","MX",33,322,NA,"87   50","3101","0310",34.3,NA,"","","","",NA,33,2,6,33,3,1019,19.9,16.1,4,7,4,2
30409,"2003-10-20-C-32NM",200310,20031008670550,8670550,"20-0310NM-PR-300-1759-08670550","086.7 055.0",4,"ST",-90.68,"10/27/2003",2003,10,37921,300,"12/30/1899 17:59:00",33.158333,33,9.5,"N",-120.001666,-120,0.1,"W",86.7,86.7,86.7,55,55,54.9,1202,17,NA,"RV NEW HORIZON","32NM","PR",34,332,NA,"87   55","3101","0310",34.1,292,"12/30/1899 11:46:00","12/30/1899 17:40:00","12/30/1899 11:44:00","12/30/1899 17:41:00",8,36,1,8,32,6,1019,20,18.8,0,NA,0,8
30410,"2003-10-20-C-32NM",200310,20031008670630,8670630,"20-0310NM-MX-300-2317-08670630","086.7 063.0",4,"NST",-121.05,"10/27/2003",2003,10,37921,300,"12/30/1899 23:17:00",32.908333,32,54.5,"N",-120.526666,-120,31.6,"W",86.7,86.7,86.7,63,63,62.5,1838,18,NA,"RV NEW HORIZON","32NM","MX",35,342,NA,"87   63","3101","0310",38.3,NA,"","","","",NA,35,2,7,31,7,1016.3,19.2,17.5,0,NA,0,7
30411,"2003-10-20-C-32NM",200310,20031008670700,8670700,"20-0310NM-MX-301-0429-08670700","086.7 070.0",4,"ST",-150.81,"10/28/2003",2003,10,37922,301,"12/30/1899 04:29:00",32.656666,32,39.4,"N",-121.035,-121,2.1,"W",86.7,86.7,86.7,70,70,70,3794,NA,NA,"RV NEW HORIZON","32NM","MX",36,352,NA,"87   70","3101","0310",21.9,NA,"","","","",NA,NA,NA,NA,28,8,1015.4,19.2,18,NA,NA,NA,NA
30412,"2003-10-20-C-32NM",200310,20031008670800,8670800,"20-0310NM-MX-301-1026-08670800","086.7 080.0",4,"ST",-190.72,"10/28/2003",2003,10,37922,301,"12/30/1899 10:26:00",32.325,32,19.5,"N",-121.718333,-121,43.1,"W",86.7,86.7,86.7,80,80,80,4055,NA,NA,"RV NEW HORIZON","32NM","MX",37,362,NA,"87   80","3101","0310",23.7,NA,"","","","",NA,NA,NA,NA,33,8,1014.5,18.6,18,NA,NA,NA,NA
30413,"2003-10-20-C-32NM",200310,20031008670900,8670900,"20-0310NM-PR-301-1727-08670900","086.7 090.0",4,"ST",-230.72,"10/28/2003",2003,10,37922,301,"12/30/1899 17:27:00",31.991666,31,59.5,"N",-122.4,-122,24,"W",86.7,86.7,86.7,90,90,90.1,4170,32,NA,"RV NEW HORIZON","32NM","PR",38,372,NA,"87   90","3101","0310",22.3,159.2,"12/30/1899 11:54:00","12/30/1899 17:50:00","12/30/1899 11:54:00","12/30/1899 17:49:00",8,34,2,8,31,8,1014,19.9,19,4,7,2,8
30414,"2003-10-20-C-32NM",200310,20031008671000,8671000,"20-0310NM-MX-301-2210-08671000","086.7 100.0",4,"ST",-270.71,"10/28/2003",2003,10,37922,301,"12/30/1899 22:10:00",31.655,31,39.3,"N",-123.076666,-123,4.6,"W",86.7,86.7,86.7,100,100,100.1,4108,35,NA,"RV NEW HORIZON","32NM","MX",39,382,NA,"87  100","3101","0310",19.1,NA,"","","","",NA,33,2,8,28,6,1012.9,22.5,20,0,NA,0,8
30415,"2003-10-20-C-32NM",200310,20031008671100,8671100,"20-0310NM-MX-302-0345-08671100","086.7 110.0",4,"ST",-310.29,"10/29/2003",2003,10,37923,302,"12/30/1899 03:45:00",31.323333,31,19.4,"N",-123.745,-123,44.7,"W",86.7,86.7,86.7,110,110,110,3874,NA,NA,"RV NEW HORIZON","32NM","MX",40,392,NA,"87  110","3101","0310",19,NA,"","","","",NA,NA,NA,NA,26,9,1011.4,20,18.8,NA,NA,NA,NA
30416,"2003-10-20-C-32NM",200310,20031008331100,8331100,"20-0310NM-MX-302-0955-08331100","083.3 110.0",4,"ST",-282.53,"10/29/2003",2003,10,37923,302,"12/30/1899 09:55:00",31.908333,31,54.5,"N",-124.168333,-124,10.1,"W",83.3,83.3,83.3,110,110,110,4212,NA,NA,"RV NEW HORIZON","32NM","MX",41,402,NA,"83  110","3101","0310",23.2,NA,"","","","",NA,NA,NA,NA,26,13,1011.4,19,17.5,NA,NA,NA,NA
30417,"2003-10-20-C-32NM",200310,20031008331000,8331000,"20-0310NM-PR-302-1720-08331000","083.3 100.0",4,"ST",-242.99,"10/29/2003",2003,10,37923,302,"12/30/1899 17:20:00",32.251666,32,15.1,"N",-123.505,-123,30.3,"W",83.3,83.3,83.2,100,100,100.1,4118,27,NA,"RV NEW HORIZON","32NM","PR",42,412,NA,"83  100","3101","0310",22.4,73,"12/30/1899 12:00:00","12/30/1899 17:56:00","12/30/1899 11:58:00","12/30/1899 17:52:00",8,29,4,6,26,14,1011.2,20.1,18,1,6,6,8
30418,"2003-10-20-C-32NM",200310,20031008330900,8330900,"20-0310NM-MX-302-2223-08330900","083.3 090.0",4,"ST",-202.85,"10/29/2003",2003,10,37923,302,"12/30/1899 22:23:00",32.578333,32,34.7,"N",-122.813333,-122,48.8,"W",83.3,83.3,83.3,90,90,90,4274,27,NA,"RV NEW HORIZON","32NM","MX",43,422,NA,"83   90","3101","0310",26.2,NA,"","","","",NA,31,3,6,31,8,1010,19,16.5,2,6,8,8
30419,"2003-10-20-C-32NM",200310,20031008330800,8330800,"20-0310NM-MX-303-0420-08330800","083.3 080.0",4,"ST",-162.55,"10/30/2003",2003,10,37924,303,"12/30/1899 04:20:00",32.911666,32,54.7,"N",-122.12,-122,7.2,"W",83.3,83.3,83.3,80,80,79.9,4179,NA,NA,"RV NEW HORIZON","32NM","MX",44,432,NA,"83   80","3101","0310",24.2,NA,"","","","",NA,NA,NA,NA,35,19,1009.9,17.3,15.2,NA,NA,NA,NA
30420,"2003-10-20-C-32NM",200310,20031008330700,8330700,"20-0310NM-MX-303-1005-08330700","083.3 070.0",4,"ST",-123.21,"10/30/2003",2003,10,37924,303,"12/30/1899 10:05:00",33.243333,33,14.6,"N",-121.445,-121,26.7,"W",83.3,83.3,83.3,70,70,70,3805,NA,NA,"RV NEW HORIZON","32NM","MX",45,442,NA,"83   70","3101","0310",50.3,NA,"","","","",NA,NA,NA,NA,34,23,1010.6,15.2,13,NA,NA,NA,NA
30421,"2003-10-20-C-32NM",200310,20031008330600,8330600,"20-0310NM-PR-303-1752-08330600","083.3 060.0",4,"ST",-83.67,"10/30/2003",2003,10,37924,303,"12/30/1899 17:52:00",33.585,33,35.1,"N",-120.77,-120,46.2,"W",83.3,83.3,83.2,60,60,60.1,1513,15,NA,"RV NEW HORIZON","32NM","PR",46,452,NA,"83   60","3101","0310",28.9,187.7,"12/30/1899 12:05:00","12/30/1899 17:36:00","12/30/1899 11:47:00","12/30/1899 17:36:00",8,32,12,8,33,24,1012.1,16.1,13.8,1,8,3,8
30422,"2003-10-20-C-32NM",200310,20031008330550,8330550,"20-0310NM-MX-303-2147-08330550","083.3 055.0",4,"ST",-63.4,"10/30/2003",2003,10,37924,303,"12/30/1899 21:47:00",33.746666,33,44.8,"N",-120.413333,-120,24.8,"W",83.3,83.3,83.3,55,55,55,1034,8,NA,"RV NEW HORIZON","32NM","MX",47,462,NA,"83   55","3101","0310",39.4,NA,"","","","",NA,32,14,8,32,24,1011,14.8,12.4,1,8,2,8
30423,"2003-10-20-C-32NM",200310,20031008330510,8330510,"20-0310NM-MX-304-0212-08330510","083.3 051.0",4,"ST",-47.53,"10/31/2003",2003,10,37925,304,"12/30/1899 02:12:00",33.875,33,52.5,"N",-120.135,-120,8.1,"W",83.3,83.3,83.3,51,51,51.1,106,NA,NA,"RV NEW HORIZON","32NM","MX",48,472,NA,"83   51","3101","0310",32.1,NA,"","","","",NA,NA,NA,NA,31,25,1010.4,14.5,12.8,NA,NA,NA,NA
30424,"2003-10-20-C-32NM",200310,20031008330420,8330420,"20-0310NM-MX-304-0828-08330420","083.3 042.0",4,"ST",-11.47,"10/31/2003",2003,10,37925,304,"12/30/1899 08:28:00",34.18,34,10.8,"N",-119.51,-119,30.6,"W",83.3,83.3,83.3,42,42,42,122,NA,NA,"RV NEW HORIZON","32NM","MX",49,482,NA,"83   42","3101","0310",32.1,NA,"","","","",NA,NA,NA,NA,27,13,1010.3,15.4,13.5,NA,NA,NA,NA
30425,"2003-10-20-C-32NM",200310,20031008330406,8330406,"20-0310NM-MX-304-1031-08330406","083.3 040.6",4,"ST",-6.01,"10/31/2003",2003,10,37925,304,"12/30/1899 10:31:00",34.228333,34,13.7,"N",-119.416666,-119,25,"W",83.3,83.3,83.3,40.6,40.6,40.6,37,NA,NA,"RV NEW HORIZON","32NM","MX",50,492,NA,"83   40.6","3101","0310",27.4,NA,"","","","",NA,NA,NA,NA,25,15,1010.7,15.5,13.1,NA,NA,NA,NA
30426,"2003-10-20-C-32NM",200310,20031008180469,8180469,"20-0310NM-MX-304-1438-08180469","081.8 046.9",4,"ST",-14.36,"10/31/2003",2003,10,37925,304,"12/30/1899 14:38:00",34.27,34,16.2,"N",-120.031666,-120,1.9,"W",82,81.8,81.8,47,46.9,47,581,15,NA,"RV NEW HORIZON","32NM","MX",51,502,NA,"82   47","3101","0310",43,NA,"","","","",NA,25,3,7,30,7,1011.5,14.8,11.7,1,1,4,7
30427,"2003-10-20-C-32NM",200310,20031008000510,8000510,"20-0310NM-PR-304-1905-08000510","080.0 051.0",4,"ST",-2.59,"10/31/2003",2003,10,37925,304,"12/30/1899 19:05:00",34.453333,34,27.2,"N",-120.525,-120,31.5,"W",80,80,80,51,51,51,74,7,NA,"RV NEW HORIZON","32NM","PR",52,512,NA,"80   51","3101","0310",59.7,497.5,"12/30/1899 11:46:00","12/30/1899 17:43:00","12/30/1899 11:46:00","12/30/1899 17:39:00",8,18,2,9,21,12,1012,16.4,13.9,1,6,7,8
