Cruise,Ship,Date,Latitude,Longitude,Abundance per m2,Species
CALCOFI 9904,DAVID STARR JORDAN,4/10/99,31.917,-124.167,1.216,Euphausia pacifica - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/10/99,32.583,-122.817,1383.809,Euphausia pacifica - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/10/99,31.317,-123.75,66.586,Euphausia pacifica - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/11/99,33.8833,-120.133,405.079,Euphausia pacifica - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/11/99,33.75,-120.417,2571.432,Euphausia pacifica - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/11/99,33.5833,-120.75,2548.329,Euphausia pacifica - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/11/99,33.25,-121.45,119.507,Euphausia pacifica - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/11/99,32.9167,-122.133,1570.041,Euphausia pacifica - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/12/99,34.45,-120.517,292.129,Euphausia pacifica - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/12/99,34.3167,-120.8,1741.507,Euphausia pacifica - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/12/99,34.2833,-120.033,1088.777,Euphausia pacifica - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/12/99,34.2333,-119.417,4.584,Euphausia pacifica - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/12/99,34.1833,-119.517,394.191,Euphausia pacifica - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/13/99,34.15,-121.15,674.203,Euphausia pacifica - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/13/99,33.8167,-121.85,5219.897,Euphausia pacifica - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/13/99,33.4833,-122.533,1270.001,Euphausia pacifica - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/13/99,33.15,-123.217,1154.449,Euphausia pacifica - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/14/99,33.383,-124.317,270.396,Euphausia pacifica - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/14/99,34.3833,-122.25,2778.379,Euphausia pacifica - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/14/99,34.05,-122.95,4483.424,Euphausia pacifica - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/14/99,33.717,-123.633,1800.489,Euphausia pacifica - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/14/99,32.8167,-123.9,2800.296,Euphausia pacifica - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/15/99,35.0833,-120.783,131.92,Euphausia pacifica - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/15/99,35.0167,-120.917,1177.278,Euphausia pacifica - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/15/99,34.8833,-121.2,338.91,Euphausia pacifica - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/15/99,34.7167,-121.55,664.491,Euphausia pacifica - All phases and stages
CALCOFI Monterey 9904,DAVID STARR JORDAN,4/18/99,36.7867,-122.062,1027.94,Euphausia pacifica - All phases and stages
CALCOFI Monterey 9904,DAVID STARR JORDAN,4/18/99,36.62,-122.418,2042.902,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/7/00,32.9167,-117.4,3.053,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/7/00,32.85,-117.533,63.971,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/8/00,32.6833,-117.867,420.657,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/8/00,32.5167,-118.217,108.22,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/8/00,32.35,-118.55,71.743,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/8/00,32.1833,-118.883,43.262,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/8/00,32,-119.233,79.834,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/8/00,31.85,-119.567,67.445,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/9/00,31.5167,-120.25,2.732,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/9/00,30.85,-121.583,2.541,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/11/00,31.4167,-121.983,20.746,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/12/00,32.65,-119.483,149.453,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/12/00,32.4167,-119.967,21.76,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/12/00,32.0833,-120.65,9.132,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/12/00,31.75,-121.317,7.734,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/14/00,33.4833,-117.767,215.98,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/14/00,33.4167,-117.9,13.383,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/14/00,33.25,-118.25,34.047,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/14/00,33.1833,-118.383,5.942,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/14/00,32.9167,-118.933,99.44,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/15/00,33.8833,-118.483,10.221,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/15/00,33.8167,-118.633,76.357,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/15/00,33.6667,-118.983,310.897,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/15/00,33.4833,-119.317,31.799,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/15/00,33.3167,-119.667,117.803,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/15/00,33.15,-120,522.571,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/16/00,32.9833,-120.35,72.324,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/16/00,32.6667,-121.033,9.171,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/16/00,32.3333,-121.7,3.805,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/16/00,31.9833,-122.4,6.552,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/17/00,32.25,-123.5,1.358,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/17/00,31.65,-123.067,0,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/18/00,33.5833,-120.733,168.857,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/18/00,33.25,-121.45,116.516,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/18/00,32.9167,-122.117,29.317,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/18/00,32.5833,-122.817,112.766,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/19/00,34.2667,-120.017,812.782,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/19/00,34.2167,-119.417,0,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/19/00,34.1833,-119.5,6.46,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/19/00,33.8833,-120.133,3.809,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/19/00,33.75,-120.417,3161.397,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/20/00,34.4667,-120.517,0.509,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/20/00,34.3167,-120.8,46.592,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/20/00,34.15,-121.15,104.392,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/20/00,33.8167,-121.85,454.269,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/21/00,33.3833,-124.317,18.65,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/21/00,32.8167,-123.9,14.05,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/21/00,33.4833,-122.533,187.899,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/21/00,33.15,-123.233,9.923,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/22/00,34.7167,-121.55,537.926,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/22/00,34.3833,-122.25,232.511,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/22/00,34.0667,-122.933,250.465,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/22/00,33.7167,-123.633,16.651,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/23/00,35.0833,-120.783,12.058,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/23/00,35.0167,-120.917,72.09,Euphausia pacifica - All phases and stages
CALCOFI 0001,NEW HORIZON,1/23/00,34.8833,-121.2,114.415,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/7/00,32.95,-117.3,144.296,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/7/00,32.9167,-117.4,465.166,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/7/00,32.85,-117.533,550.435,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/8/00,32.6833,-117.867,587.88,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/8/00,32.5167,-118.217,1723,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/8/00,32.35,-118.55,376.743,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/8/00,32.1833,-118.883,209.692,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/8/00,32.0167,-119.233,1533.141,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/8/00,31.85,-119.567,32.978,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/9/00,31.5167,-120.25,127.709,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/9/00,31.1833,-120.917,7.042,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/9/00,30.85,-121.583,0,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/11/00,31.0833,-122.667,25.439,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/11/00,31.4167,-122,2193.404,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/12/00,32.65,-119.483,2946.261,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/12/00,32.4167,-119.967,88.342,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/12/00,32.0833,-120.633,253.314,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/12/00,31.75,-121.317,4514.906,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/13/00,33.4833,-117.767,1458.905,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/13/00,33.4167,-117.9,1575.5,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/13/00,33.25,-118.25,800.724,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/13/00,33.1833,-118.383,345.73,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/13/00,32.9167,-118.933,1834.634,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/14/00,33.8833,-118.483,1523.209,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/14/00,33.8333,-118.633,1921.285,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/14/00,33.65,-118.983,784.612,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/14/00,33.5,-119.317,1401.974,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/14/00,33.3167,-119.667,1594.615,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/14/00,33.1667,-120,7861.376,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/15/00,33,-120.35,1773.673,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/15/00,32.65,-121.033,5275.935,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/15/00,32.3167,-121.717,31.508,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/15/00,31.9833,-122.4,24.951,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/16/00,31.9167,-124.167,76.067,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/17/00,32.25,-123.5,1.352,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/17/00,33.25,-121.433,261.099,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/18/00,34.2333,-119.417,938.285,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/18/00,34.1833,-119.5,2310.21,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/18/00,33.8833,-120.133,2181.004,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/18/00,33.75,-120.417,5499.814,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/18/00,33.5833,-120.75,2769.696,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/19/00,34.45,-120.517,240.345,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/19/00,34.3167,-120.817,2122.16,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/19/00,34.15,-120.15,1318.538,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/19/00,33.8167,-121.85,3640.692,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/19/00,34.2833,-120.033,2161.341,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/20/00,33.3833,-124.333,289.063,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/20/00,33.4833,-122.533,1061.704,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/21/00,34.3833,-122.25,5515.505,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/21/00,34.05,-122.933,474.978,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/21/00,33.7167,-123.633,726.734,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/22/00,35.0833,-120.783,2725.909,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/22/00,35.0167,-120.917,29696.54,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/22/00,34.8833,-121.2,776.693,Euphausia pacifica - All phases and stages
CALCOFI 0004,DAVID STARR JORDAN,4/22/00,34.7167,-121.55,1639.547,Euphausia pacifica - All phases and stages
CALCOFI 0101,DAVID STARR JORDAN,1/8/01,32.85,-117.533,72.888,Euphausia pacifica - All phases and stages
CALCOFI 0101,DAVID STARR JORDAN,1/8/01,32.6833,-117.867,63.617,Euphausia pacifica - All phases and stages
CALCOFI 0101,DAVID STARR JORDAN,1/8/01,32.1833,-118.9,274.164,Euphausia pacifica - All phases and stages
CALCOFI 0101,DAVID STARR JORDAN,1/9/01,31.5167,-120.25,0,Euphausia pacifica - All phases and stages
CALCOFI 0101,DAVID STARR JORDAN,1/9/01,31.1833,-120.917,0,Euphausia pacifica - All phases and stages
CALCOFI 0101,DAVID STARR JORDAN,1/12/01,31.75,-121.3,0,Euphausia pacifica - All phases and stages
CALCOFI 0101,DAVID STARR JORDAN,1/13/01,33.1833,-118.383,123.232,Euphausia pacifica - All phases and stages
CALCOFI 0101,DAVID STARR JORDAN,1/13/01,32.9167,-118.933,95.828,Euphausia pacifica - All phases and stages
CALCOFI 0101,DAVID STARR JORDAN,1/13/01,32.4167,-119.967,51.949,Euphausia pacifica - All phases and stages
CALCOFI 0101,DAVID STARR JORDAN,1/13/01,32.0833,-120.633,1.315,Euphausia pacifica - All phases and stages
CALCOFI 0101,DAVID STARR JORDAN,1/14/01,33.8167,-118.633,143.43,Euphausia pacifica - All phases and stages
CALCOFI 0101,DAVID STARR JORDAN,1/14/01,33.65,-118.983,123.271,Euphausia pacifica - All phases and stages
CALCOFI 0101,DAVID STARR JORDAN,1/14/01,33.4167,-117.9,121.296,Euphausia pacifica - All phases and stages
CALCOFI 0101,DAVID STARR JORDAN,1/14/01,33.25,-118.25,1210.039,Euphausia pacifica - All phases and stages
CALCOFI 0101,DAVID STARR JORDAN,1/15/01,33.4833,-119.317,149.386,Euphausia pacifica - All phases and stages
CALCOFI 0101,DAVID STARR JORDAN,1/18/01,33.5833,-120.75,75.293,Euphausia pacifica - All phases and stages
CALCOFI 0101,DAVID STARR JORDAN,1/19/01,34.45,-120.517,8.389,Euphausia pacifica - All phases and stages
CALCOFI 0101,DAVID STARR JORDAN,1/19/01,34.2667,-120.033,205.543,Euphausia pacifica - All phases and stages
CALCOFI 0101,DAVID STARR JORDAN,1/19/01,33.8833,-120.133,139.623,Euphausia pacifica - All phases and stages
CALCOFI 0101,DAVID STARR JORDAN,1/19/01,33.75,-120.417,122.218,Euphausia pacifica - All phases and stages
CALCOFI 0101,DAVID STARR JORDAN,1/20/01,34.3167,-120.8,195.236,Euphausia pacifica - All phases and stages
CALCOFI 0101,DAVID STARR JORDAN,1/20/01,34.15,-121.15,80.721,Euphausia pacifica - All phases and stages
CALCOFI 0101,DAVID STARR JORDAN,1/21/01,34.05,-122.95,21.56,Euphausia pacifica - All phases and stages
CALCOFI 0101,DAVID STARR JORDAN,1/22/01,35.0833,-120.783,223.644,Euphausia pacifica - All phases and stages
CALCOFI 0101,DAVID STARR JORDAN,1/22/01,35.0167,-120.917,1551.99,Euphausia pacifica - All phases and stages
CALCOFI 0101,DAVID STARR JORDAN,1/22/01,34.3833,-122.25,2131.003,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/6/01,32.95,-117.3,34.57,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/6/01,32.9167,-117.4,528.583,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/6/01,32.85,-117.533,193.756,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/6/01,32.6833,-117.867,91.543,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/7/01,32.5167,-118.217,105.618,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/7/01,32.35,-118.55,195.624,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/7/01,32.1833,-118.9,921.024,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/7/01,32.0167,-119.233,25.707,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/7/01,31.85,-119.567,27.715,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/8/01,31.5167,-120.25,29.14,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/8/01,31.1833,-120.917,80.956,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/8/01,30.85,-121.583,0,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/11/01,32.4167,-119.967,576.847,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/11/01,32.0833,-120.633,409.889,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/11/01,31.75,-121.317,277.632,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/11/01,31.4167,-122,0,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/12/01,33.25,-118.25,649.35,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/12/01,33.1833,-118.383,107.341,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/12/01,32.9167,-118.933,682.749,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/12/01,32.65,-119.483,598.907,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/13/01,33.8833,-118.483,208.678,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/13/01,33.8333,-118.633,137.616,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/13/01,33.65,-118.967,223.944,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/13/01,33.4833,-117.767,313.496,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/13/01,33.4167,-117.9,1139.486,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/14/01,33.4833,-119.317,3774.075,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/14/01,33.3167,-119.667,1403.639,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/14/01,33.1667,-120,3200.717,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/14/01,33,-120.35,287.262,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/14/01,32.65,-121.033,841.624,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/15/01,32.3333,-121.717,1533.088,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/15/01,31.9833,-122.4,58.022,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/16/01,32.9167,-122.133,1086.588,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/16/01,32.5833,-122.817,204.452,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/17/01,33.8833,-120.133,2994.712,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/17/01,33.75,-120.417,4058.152,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/17/01,33.5833,-120.75,1638.924,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/17/01,33.25,-121.45,199.775,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/18/01,34.2833,-120.033,500.903,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/18/01,34.2333,-119.417,426.473,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/19/01,34.45,-120.517,605.546,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/19/01,34.3167,-120.8,1338.647,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/19/01,34.1833,-119.5,1156.497,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/20/01,34.15,-121.15,6369.086,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/20/01,33.8167,-121.85,792.054,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/20/01,33.4833,-122.533,604.061,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/20/01,33.15,-123.217,188.677,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/22/01,34.3833,-122.25,2205.986,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/22/01,34.05,-122.95,3299.92,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/22/01,33.7167,-123.633,471.87,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/23/01,35.0833,-120.783,56.133,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/23/01,35.0167,-120.917,2365.995,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/23/01,34.8833,-121.2,3128.866,Euphausia pacifica - All phases and stages
CALCOFI 0104,DAVID STARR JORDAN,4/23/01,34.7167,-121.55,923.378,Euphausia pacifica - All phases and stages
CALCOFI 0201,DAVID STARR JORDAN,1/24/02,32.85,-117.533,206.913,Euphausia pacifica - All phases and stages
CALCOFI 0201,DAVID STARR JORDAN,1/24/02,32.6833,-117.867,172.044,Euphausia pacifica - All phases and stages
CALCOFI 0201,DAVID STARR JORDAN,1/25/02,32.5167,-118.217,179.832,Euphausia pacifica - All phases and stages
CALCOFI 0201,DAVID STARR JORDAN,1/25/02,32.0167,-119.233,450.662,Euphausia pacifica - All phases and stages
CALCOFI 0201,DAVID STARR JORDAN,1/25/02,31.85,-119.567,73.792,Euphausia pacifica - All phases and stages
CALCOFI 0201,DAVID STARR JORDAN,1/26/02,31.5167,-120.25,558.746,Euphausia pacifica - All phases and stages
CALCOFI 0201,DAVID STARR JORDAN,1/29/02,32.65,-119.483,299.33,Euphausia pacifica - All phases and stages
CALCOFI 0201,DAVID STARR JORDAN,1/29/02,31.75,-121.317,156.492,Euphausia pacifica - All phases and stages
CALCOFI 0201,DAVID STARR JORDAN,1/30/02,33.4167,-117.9,113.225,Euphausia pacifica - All phases and stages
CALCOFI 0201,DAVID STARR JORDAN,1/30/02,32.9167,-118.933,87.553,Euphausia pacifica - All phases and stages
CALCOFI 0201,DAVID STARR JORDAN,1/31/02,33.8833,-118.483,0,Euphausia pacifica - All phases and stages
CALCOFI 0201,DAVID STARR JORDAN,1/31/02,33.8167,-118.633,82.473,Euphausia pacifica - All phases and stages
CALCOFI 0201,DAVID STARR JORDAN,1/31/02,33.3333,-119.667,31.843,Euphausia pacifica - All phases and stages
CALCOFI 0201,DAVID STARR JORDAN,2/1/02,33.15,-120.017,206.737,Euphausia pacifica - All phases and stages
CALCOFI 0201,DAVID STARR JORDAN,2/1/02,32.3167,-121.717,270.171,Euphausia pacifica - All phases and stages
CALCOFI 0201,DAVID STARR JORDAN,2/3/02,32.9,-122.133,1002.657,Euphausia pacifica - All phases and stages
CALCOFI 0201,DAVID STARR JORDAN,2/4/02,33.75,-120.417,574.683,Euphausia pacifica - All phases and stages
CALCOFI 0201,DAVID STARR JORDAN,2/5/02,34.2833,-120.033,278.462,Euphausia pacifica - All phases and stages
